transecto;Region_class;Height_mean;Depth_mean;Good_samples;Date_M;Time_M;Lat_M;Lon_M;Standard_deviation;Skewness;Kurtosis;Corrected_length;Corrected_thickness;Corrected_perimeter;Corrected_area;Image_compactness;Corrected_MVBS;Coefficient_of_variation;X3D_school_area;X3D_school_volume;Frequency
2; MER;0.437463;246.936978;193;20181001; 05:22:54.1240;-4.00035;-81.16603877;1.14E-06;1.461252;1.839083;9.640493;0.492438;28.664552;2.372922;27.554784;-57.72726;67.451428;18.98938;0.442553;120
2; MER;1.065829;252.245906;529;20181001; 05:23:13.1250;-4.00036667;-81.16527001;5.04E-07;1.781766;2.182466;38.367058;5.615067;187.259415;38.24438;72.964202;-65.510601;179.328162;861.734407;46.247474;120
2; MER;0.407997;271.975535;180;20181001; 05:23:19.1340;-4.00035;-81.16500502;5.47E-07;1.471043;1.107258;20.326282;0.567993;60.398491;4.943974;58.717312;-65.641937;200.588968;46.180743;0.90474;120
2; MER;0.308264;302.726307;102;20181001; 05:23:18.1240;-4.00035;-81.16505513;1.88E-06;2.208448;4.611036;26.982231;0.447105;73.177758;4.482081;95.075503;-62.449466;331.22092;48.255562;0.58701;120
2; MER;0.43157;294.438724;357;20181001; 05:23:39.1360;-4.00035;-81.16418662;1.26E-06;1.680503;2.509905;47.727397;1.308432;114.793281;15.968276;65.669702;-60.667881;146.887492;249.792214;4.076833;120
2; MER;0.980488;313.829615;757;20181001; 05:23:45.1240;-4.00035;-81.16393839;7.68E-07;2.00228;4.648154;49.625506;7.080834;243.023857;45.427196;103.459892;-62.664528;141.84351;1405.559877;53.379847;120
2; MER;0.414473;265.685153;160;20181001; 05:23:49.1240;-4.00035;-81.16377017;4.70E-07;1.593549;2.413064;15.600024;0.250662;31.127315;2.550371;30.232228;-66.659638;217.831377;15.641333;0.337422;120
2; MER;0.427944;331.314565;354;20181001; 05:24:08.1240;-4.00033333;-81.16297198;4.08E-07;1.442888;1.890178;61.104911;2.759088;183.156001;22.833253;116.913498;-64.954232;127.543805;674.375304;7.134244;120
2; MER;0.371731;299.973901;205;20181001; 05:24:13.1240;-4.00033333;-81.16277351;3.65E-07;1.686654;3.033289;32.244233;0.734214;110.435666;8.047822;120.595327;-66.659668;169.025206;94.696669;1.422604;120
2; MER;0.601596;281.868634;564;20181001; 05:24:32.1240;-4.00031667;-81.16198687;1.04E-06;2.277108;5.657656;63.074121;2.426646;261.115088;32.429219;167.308336;-62.013801;165.526778;612.234257;10.40077;120
2; MER;0.294664;271.186469;65;20181001; 05:24:32.1240;-4.00031667;-81.16198687;2.34E-07;1.057163;0.329669;7.501495;0.492438;25.079766;1.245378;40.191671;-67.773867;140.347172;14.776085;0.15011;120
2; MER;0.333651;315.074796;184;20181001; 05:24:40.1240;-4.00031667;-81.1616542;7.79E-07;0.748074;-0.375463;12.37494;1.232877;68.031061;3.17582;115.97082;-57.210753;40.993634;61.027117;0.52102;120
2; MER;0.518091;290.509821;400;20181001; 05:24:51.1240;-4.00030204;-81.16118946;7.14E-07;2.148343;4.522318;54.489764;2.864865;208.976662;25.021045;138.892971;-64.313394;192.830453;624.423269;8.110944;120
2; MER;0.397282;340.315094;241;20181001; 05:25:00.1240;-4.00031667;-81.16082039;2.61E-07;1.560334;3.909609;49.52854;1.096878;156.739591;14.544416;134.416093;-67.641658;151.829183;217.307065;2.790766;120
2; MER;0.411019;269.583795;204;20181001; 05:25:02.1340;-4.00031667;-81.16073666;5.12E-07;0.72604;-0.372026;22.302007;0.280884;45.522256;3.882446;42.474892;-65.534657;183.28578;25.057108;0.551923;120
2; MER;0.257491;292.060981;71;20181001; 05:25:03.1240;-4.00031667;-81.16068881;3.01E-07;1.189588;0.294156;7.405463;0.250662;33.721125;0.75503;119.847814;-67.438219;166.838233;7.425073;0.06001;120
2; MER;0.400744;340.482255;221;20181001; 05:25:22.1240;-4.00031667;-81.15990597;5.83E-07;2.098792;6.260345;17.570964;0.356439;51.196412;3.408751;61.189078;-63.535904;131.669951;25.051907;0.522513;120
2; MER;0.276531;314.009949;61;20181001; 05:25:32.1240;-4.00031667;-81.15950383;3.81E-07;1.384253;3.021952;18.012478;0.477327;54.668907;2.740795;86.77495;-65.615112;138.781687;34.391368;0.315722;120
2; MER;0.208532;312.960899;46;20181001; 05:25:42.1240;-4.00031667;-81.15908717;2.95E-07;0.455221;-0.759175;19.383823;0.250662;39.457412;1.569288;78.948668;-68.59916;213.528715;19.435151;0.126732;120
2; MER;0.346179;335.52568;210;20181001; 05:25:47.1240;-4.00031667;-81.15887254;3.78E-07;1.409362;2.086968;37.416226;0.885324;96.837668;9.012264;82.80277;-65.815942;144.059121;132.501933;1.8496;120
2; MER;0.251598;317.036948;111;20181001; 05:25:50.1340;-4.00031667;-81.15875349;2.44E-07;1.116309;0.950913;32.273472;0.311106;83.251824;3.635915;151.692442;-69.75611;230.460225;40.161884;0.327401;120
2; MER;0.402557;267.310649;111;20181001; 05:26:02.1240;-4.00031667;-81.15825389;9.02E-07;1.358068;1.543835;22.209254;0.37155;55.764287;4.464327;55.430202;-64.277823;241.542674;33.007393;0.655571;120
2; MER;0.190399;333.876595;105;20181001; 05:26:06.1240;-4.00031667;-81.15809065;5.81E-07;1.541889;3.51473;13.02172;0.235551;44.78714;0.898847;177.587008;-62.804728;110.895736;12.269116;0.053539;120
2; MER;0.401953;291.282317;133;20181001; 05:26:09.1240;-4.00031667;-81.158;9.64E-07;1.09055;0.068672;27.70991;0.356439;83.691717;5.364236;103.907572;-63.920834;237.806923;39.50757;0.703523;120
2; MER;0.355411;310.215939;98;20181001; 05:26:13.1240;-4.00031667;-81.15778937;7.24E-07;0.989519;-0.317167;23.087526;0.356439;46.930688;3.955014;44.315531;-65.189789;239.110888;32.917179;0.565707;120
2; MER;0.826356;298.991115;319;20181001; 05:26:43.1240;-4.00033333;-81.1565396;5.10E-07;2.263698;5.424541;11.354499;2.592867;140.443384;8.003926;196.105445;-63.208323;106.777064;117.762822;2.338292;120
2; MER;0.413767;275.61821;251;20181001; 05:26:50.1240;-4.00033333;-81.15625452;1.98E-06;1.467137;1.562055;19.277977;0.598215;48.838441;4.860376;39.052053;-57.898652;121.91228;46.129501;0.988761;120
2; MER;0.386842;284.995538;64;20181001; 05:27:04.1240;-4.00031897;-81.15567128;1.63E-06;0.273064;-1.57295;1.894536;0.250662;21.956017;0.289036;132.722782;-50.198654;17.052218;1.899553;0.025466;120
2; MER;0.628013;317.612998;1039;20181001; 05:27:26.1240;-4.00031667;-81.15475645;7.94E-07;3.304473;12.579014;129.456582;7.307499;478.329828;76.411294;238.279956;-63.831069;191.940975;3784.015378;39.102467;120
2; MER;0.368708;295.504572;183;20181001; 05:27:23.1340;-4.00031667;-81.15488588;1.07E-06;1.251473;0.663076;0.106384;0.688881;29.664545;0.025557;2740.023781;668.654195;0;0.293143;0.004503;120
2; MER;0.394397;308.228967;87;20181001; 05:27:28.1240;-4.00031667;-81.15467308;7.75E-07;1.663902;2.646784;17.926353;0.235551;56.067944;2.685192;93.163134;-66.231268;325.556733;16.890282;0.289473;120
2; MER;0.429152;295.25766;142;20181001; 05:27:46.1240;-4.00031667;-81.15393777;1.65E-06;1.589902;2.427931;50.473667;0.719103;119.957731;14.102644;81.198139;-57.447487;91.912399;145.183061;2.716528;120
2; MER;0.290131;256.814656;96;20181001; 05:28:12.1240;-4.00031667;-81.15287371;2.40E-07;1.351836;1.657143;28.05413;0.416883;83.995925;4.233453;132.620847;-69.662516;222.333328;46.78116;0.465991;120
2; MER;0.362664;258.603206;180;20181001; 05:28:16.1240;-4.00031667;-81.152707;7.58E-07;1.662955;2.86446;16.07015;0.52266;60.738141;3.359404;87.387808;-61.540959;108.118571;33.596898;0.490392;120
2; MER;0.344531;301.29457;57;20181001; 05:28:15.1340;-4.00031667;-81.15275418;9.28E-07;1.093764;-0.328598;18.314258;0.265773;37.156641;2.580867;42.56939;-63.853004;225.374937;19.469741;0.287231;120
2; MER;0.269408;313.388947;104;20181001; 05:28:17.1240;-4.00031667;-81.15267145;9.71E-07;0.825538;-0.496776;31.089299;0.583104;90.047426;5.048986;127.799324;-62.51334;173.192762;72.513179;0.61094;120
2; MER;0.941532;270.750033;675;20181001; 05:28:32.1340;-4.00031667;-81.15203804;6.00E-07;2.787535;8.3897;57.032424;5.705733;206.899467;54.820166;62.139612;-65.505302;213.19915;1301.647136;57.510307;120
2; MER;0.441241;266.595962;219;20181001; 05:28:31.1240;-4.00031667;-81.15208989;5.81E-07;0.736355;0.121533;21.104239;0.583104;55.482308;5.615868;43.619662;-62.8449;111.810706;49.223865;1.153259;120
2; MER;0.438597;309.931061;387;20181001; 05:28:35.1350;-4.00031667;-81.15195;3.40E-07;1.092479;0.518249;71.342543;2.063982;290.282561;26.488572;253.147404;-66.117777;139.051233;588.998897;5.116292;120
2; MER;0.441241;244.218434;73;20181001; 05:28:35.1350;-4.00031667;-81.15195;8.90E-07;0.856729;-0.219878;19.286286;0.613326;48.690254;5.308894;35.53613;-61.261;118.931699;47.315123;1.084568;120
2; MER;0.438494;280.307914;266;20181001; 05:28:48.1240;-4.00033333;-81.15143333;6.68E-07;1.477655;1.979593;33.11302;0.915546;96.900669;10.201765;73.243382;-63.58328;152.4574;121.265972;2.390274;120
2; MER;0.609433;259.104474;773;20181001; 05:28:57.1240;-4.00033333;-81.15100775;1.46E-06;2.471689;6.061774;90.660078;4.995516;320.853942;51.153349;160.151431;-61.115302;189.171147;1811.575486;17.532594;120
2; MER;0.731804;270.500936;565;20181001; 05:28:57.1240;-4.00033333;-81.15100775;1.48E-06;2.211625;4.081351;47.385367;4.1493;151.797805;33.061935;55.461659;-61.126722;191.648044;786.464412;39.669819;120
2; MER;0.390871;300.822778;194;20181001; 05:28:58.1240;-4.00033333;-81.15096967;5.70E-07;0.927065;0.740636;13.15197;0.537771;54.839174;3.012812;79.43281;-60.750109;67.735298;28.290992;0.517712;120
2; MER;0.410264;271.694043;181;20181001; 05:29:08.1240;-4.00033333;-81.15055508;1.52E-06;2.688889;6.737067;11.198329;0.855102;53.782453;3.12373;73.688184;-58.753463;114.226575;38.302855;0.621684;120
2; MER;0.474054;201.706384;183;20181001; 05:29:11.1240;-4.00033333;-81.1504385;3.50E-07;2.329712;5.049767;40.793803;0.567993;82.862705;11.674994;46.80063;-68.71659;260.411987;92.682379;2.763187;120
2; MER;0.326398;304.750186;90;20181001; 05:29:14.1240;-4.00033333;-81.15030452;3.49E-07;0.811243;0.292649;22.083175;0.552882;70.58477;4.110835;96.44554;-66.789656;166.653582;48.837561;0.520045;120
2; MER;0.413437;260.661887;114;20181001; 05:29:21.1350;-4.00035;-81.15002127;1.13E-06;1.875157;2.582386;22.253077;0.250662;45.11;3.628319;44.630349;-65.368883;388.298217;22.312003;0.489588;120
2; MER;0.265954;301.230367;44;20181001; 05:29:26.1240;-4.00035;-81.14980768;2.81E-07;0.684369;-0.154421;15.664254;0.311106;31.436423;1.86707;42.120728;-67.209869;147.707544;19.492973;0.174958;120
2; MER;0.359037;183.919186;99;20181001; 05:29:38.1240;-4.00035;-81.14934336;3.03E-06;0.268722;-1.520231;22.250648;0.416883;63.11728;4.155477;76.28969;-57.528919;171.698272;37.103667;0.560527;120
2; MER;0.357483;253.936281;138;20181001; 05:29:56.1240;-4.00033333;-81.14857098;3.20E-07;1.899429;3.686168;29.70147;0.431994;78.295885;5.629589;86.654544;-69.237508;268.739249;51.323427;0.797002;120
2; MER;0.30222;295.570797;150;20181001; 05:30:03.1240;-4.00034816;-81.14828885;2.36E-07;1.416326;1.228463;60.347108;1.187544;161.049823;13.879515;148.708689;-67.430053;130.330858;286.659383;2.245199;120
2; MER;0.378782;286.646442;188;20181001; 05:30:13.1250;-4.00035;-81.14787173;7.39E-07;1.405422;1.53759;15.213282;0.583104;67.262386;3.460217;104.047413;-61.537435;105.311132;35.483703;0.551574;120
2; MER;1.107032;285.363876;1221;20181001; 05:30:26.1240;-4.00035;-81.14733793;7.97E-07;2.503187;7.74665;81.97913;5.539512;646.865866;84.328531;394.860847;-63.162954;165.104932;1816.49749;28.769571;120
2; MER;0.354893;279.761524;137;20181001; 05:30:25.1350;-4.00035;-81.14738592;4.64E-07;0.987814;1.148652;8.692737;0.386661;52.287047;1.447799;150.269242;-61.596105;67.00217;13.44457;0.179495;120
2; MER;0.253865;284.281948;84;20181001; 05:31:04.1240;-4.00036667;-81.14580138;2.05E-07;0.741085;-0.506894;30.440117;0.326217;63.373421;3.56061;89.759418;-70.189128;213.97751;39.720334;0.333602;120
2; MER;0.504707;247.477679;167;20181001; 05:31:11.1360;-4.00036667;-81.14547178;8.69E-07;2.388805;5.277511;2.571232;0.52266;16.312174;0.752323;28.145547;-45.249371;2.91197;5.37552;0.164616;120
2; MER;0.271998;159.061408;60;20181001; 05:31:14.1350;-4.00036667;-81.14535517;9.26E-07;-0.017505;-0.477885;17.765785;0.22044;53.90045;1.761028;131.283084;-62.306532;157.543732;15.665159;0.129573;120
2; MER;0.303731;153.153548;67;20181001; 05:31:24.1340;-4.00036667;-81.14493835;3.37E-06;0.763322;-0.566837;19.625871;0.22044;49.700689;2.185963;89.923274;-59.064106;271.69856;17.305308;0.171785;120
2; MER;0.389864;278.04999;129;20181001; 05:31:35.1240;-4.00036667;-81.14448833;2.71E-07;0.923223;-0.104895;19.049866;0.311106;47.775582;3.317985;54.742889;-69.487247;241.018518;23.706111;0.438601;120
2; MER;0.259909;278.061447;86;20181001; 05:31:47.1240;-4.00036667;-81.1440162;6.53E-07;0.284863;-0.924609;25.292902;0.567993;53.115332;3.899887;57.567568;-62.228844;109.033362;57.464765;0.486328;120
2; MER;0.668338;271.760863;258;20181001; 05:32:13.1240;-4.00035;-81.14293518;2.51E-07;0.939711;-0.309867;36.735718;2.6382;125.877786;21.65085;58.238927;-67.185316;131.175696;387.664686;10.68171;120
2; MER;0.38533;229.313514;170;20181001; 05:32:50.1340;-4.00031667;-81.14136965;5.04E-07;1.718874;4.199692;24.743482;0.779547;79.551841;6.42193;78.419671;-64.314416;136.141162;77.154827;1.140559;120
2; MER;0.394397;259.98736;87;20181001; 05:32:55.1240;-4.00031667;-81.14119969;5.07E-07;1.14362;0.571124;17.769429;0.235551;53.849333;2.664582;86.600753;-68.271743;340.687063;16.742427;0.26916;120
2; MER;0.411883;232.972388;159;20181001; 05:33:05.1240;-4.00031667;-81.14075293;5.70E-07;0.872837;-0.571478;15.129545;0.764436;56.147156;4.13552;60.661833;-63.584587;130.089848;46.262275;0.774798;120
2; MER;0.235732;225.190631;65;20181001; 05:33:08.1240;-4.00031667;-81.14063751;2.13E-07;1.413495;1.990878;30.962986;0.356439;72.119324;3.631474;113.975228;-69.588859;193.825973;44.145662;0.345185;120
2; MER;0.386842;245.012493;192;20181001; 05:33:16.1240;-4.0003;-81.14030574;5.83E-07;1.793126;3.574316;30.048436;0.431994;78.974327;6.169902;80.442158;-66.32046;249.957362;51.922977;1.033534;120
2; MER;0.366291;199.891599;101;20181001; 05:33:29.1240;-4.00028333;-81.13977021;5.51E-07;1.192689;0.554582;6.027368;0.356439;30.98741;1.058735;72.172782;-61.738171;82.194411;8.593556;0.130105;120
2; MER;0.348157;140.484511;96;20181001; 05:33:33.1240;-4.00028333;-81.13960377;8.68E-07;0.114404;-0.811997;7.000198;0.431994;34.262579;1.281262;72.910868;-58.397017;60.043091;12.096175;0.15978;120
2; MER;0.485063;254.264323;428;20181001; 05:33:45.1350;-4.00026667;-81.13910278;4.47E-07;1.634929;2.69383;66.743687;1.595541;335.791598;26.545313;338.019642;-65.000467;141.424111;425.969158;5.166489;120
2; MER;0.477508;135.563803;158;20181001; 05:33:46.1240;-4.00026667;-81.13906992;1.49E-06;0.809243;-0.605271;14.934168;0.749325;57.869057;4.635239;57.492454;-58.934268;116.279747;44.762181;0.844887;120
2; MER;0.308264;203.188906;51;20181001; 05:33:58.1240;-4.00025;-81.13857239;9.69E-07;0.59796;-0.350737;12.670824;0.265773;43.722766;1.600213;95.066535;-62.596863;176.183345;13.470252;0.11948;120
2; MER;1.183695;251.712921;1175;20181001; 05:34:09.1340;-4.00023333;-81.13810289;1.14E-06;2.112338;4.679684;70.396725;4.224855;439.747989;75.764632;203.110016;-61.075624;145.622573;1189.663814;42.374985;120
2; MER;0.596129;156.447803;263;20181001; 05:34:10.1240;-4.00023333;-81.13805506;8.29E-07;2.141138;4.420821;29.293164;2.124426;100.186245;14.690776;54.370282;-63.267337;175.913013;248.924635;4.771467;120
2; MER;0.362664;214.914686;120;20181001; 05:34:09.1340;-4.00023333;-81.13810289;3.00E-07;0.44358;-1.325626;20.556504;0.356439;42.309339;3.578545;39.806694;-68.33092;204.444947;29.308559;0.525097;120
2; MER;0.48053;222.587254;106;20181001; 05:34:12.1240;-4.00023333;-81.13797206;8.72E-07;0.715008;-0.734149;18.215798;0.583104;37.424586;5.271808;21.141928;-63.124535;179.054526;42.486819;1.243728;120
2; MER;0.338486;145.921098;56;20181001; 05:34:13.1340;-4.00023333;-81.13793659;9.72E-07;0.291222;-0.986071;13.774551;0.250662;37.009343;1.841668;59.183618;-62.203833;161.493054;13.811026;0.166191;120
2; MER;0.413437;247.999346;114;20181001; 05:34:20.1240;-4.00023333;-81.13763651;3.19E-07;1.077376;0.685731;7.929182;0.628437;46.064619;2.062287;81.879648;-64.819125;96.683542;19.931966;0.354742;120
2; MER;0.371731;134.61756;82;20181001; 05:34:23.1340;-4.00023333;-81.13751527;2.00E-06;0.302072;-1.301578;18.510749;0.22044;37.456622;2.506984;44.534414;-60.084685;203.793328;16.322038;0.279848;120
2; MER;0.461101;234.108475;178;20181001; 05:34:25.1240;-4.00023333;-81.13742008;2.08E-06;2.638532;5.942177;2.645132;0.703992;15.979657;0.789019;25.753566;-38.631403;1.520409;7.448608;0.205943;120
2; MER;0.358131;138.836501;79;20181001; 05:34:34.1240;-4.00024048;-81.13706663;3.19E-06;1.103257;0.114991;18.501489;0.250662;56.161147;2.616326;95.933468;-58.571872;229.791859;18.550481;0.273781;120
2; MER;0.267465;167.528947;59;20181001; 05:34:34.1240;-4.00024048;-81.13706663;4.20E-07;0.195978;-1.649896;2.952194;0.235551;15.659213;0.300314;64.976147;-58.345254;28.661151;2.781569;0.023572;120
2; MER;0.707195;238.822015;819;20181001; 05:34:45.1240;-4.00023571;-81.1365738;1.21E-06;1.562759;2.187164;83.206179;3.529749;444.287699;54.052673;290.603967;-60.4738;134.981952;1174.78771;16.747973;120
2; MER;0.465419;236.605447;231;20181001; 05:34:42.1240;-4.00025;-81.1367065;2.94E-07;1.666859;3.796461;41.114832;0.749325;165.840567;13.004861;168.292968;-67.324946;158.579509;123.233486;2.347076;120
2; MER;0.598396;144.153994;264;20181001; 05:34:50.1350;-4.00025;-81.13636909;8.27E-07;1.949902;3.590549;32.401057;2.804421;88.516453;16.300652;38.250152;-62.95636;163.30359;363.464822;7.720527;120
2; MER;0.463692;228.624905;358;20181001; 05:34:59.1240;-4.00025;-81.1359882;7.08E-07;2.063816;3.592945;60.123391;0.839991;161.859696;19.090137;109.209022;-65.33887;242.065923;202.01243;4.781863;120
2; MER;2.089851;234.623405;5993;20181001; 05:35:20.1240;-4.00023333;-81.13508703;9.51E-07;3.146469;14.388775;234.398781;5.871954;2172.471897;463.26173;810.722162;-62.36334;163.936969;5505.51544;316.392759;120
2; MER;0.335464;139.243617;74;20181001; 05:35:03.1240;-4.00026667;-81.13580447;2.17E-06;0.582769;-1.097405;18.506124;0.311106;46.988088;2.77841;63.236727;-59.855667;210.384033;23.029465;0.303518;120
2; MER;0.376264;136.27362;83;20181001; 05:35:04.1360;-4.00025115;-81.13576897;3.17E-06;1.550465;1.713609;18.561628;0.265773;37.809721;2.851934;39.889411;-58.722206;236.556193;19.732719;0.355523;120
2; MER;0.249331;191.989706;55;20181001; 05:35:09.1240;-4.00025;-81.13555636;8.71E-07;0.573968;-0.49606;18.50988;0.235551;56.037324;1.757879;142.152961;-63.803966;209.079947;17.440083;0.129371;120
2; MER;0.417064;217.452321;161;20181001; 05:35:16.1240;-4.00025;-81.13525477;9.65E-07;0.768759;0.210084;11.306374;0.537771;33.691811;2.771028;32.598521;-59.432913;84.66349;24.32096;0.562241;120
2; MER;0.531907;229.735332;352;20181001; 05:35:19.1240;-4.00023333;-81.13512214;1.36E-06;3.449409;13.476244;43.157877;1.142211;213.534041;16.794464;216.051965;-62.327316;232.804363;197.181607;3.373899;120
2; MER;0.223643;164.347563;37;20181001; 05:35:17.1240;-4.00025;-81.13522133;1.25E-06;0.438326;-1.646704;26.90279;0.235551;64.140098;2.287974;143.086396;-60.41617;137.435225;25.347917;0.19567;120
2; MER;0.859514;142.409163;474;20181001; 05:35:21.1350;-4.00023333;-81.13503828;1.01E-06;3.829221;16.144423;41.828082;5.992842;170.430622;33.788518;68.409475;-63.612718;231.863003;1002.676346;42.008544;120
2; MER;0.264745;226.436472;73;20181001; 05:35:23.1240;-4.00023333;-81.13495618;2.15E-07;1.198582;0.888231;32.671952;0.431994;75.743864;4.594156;99.375498;-68.945644;168.300219;56.456349;0.60819;120
2; MER;0.41933;218.946824;185;20181001; 05:35:31.1350;-4.00021667;-81.13462125;4.84E-07;1.124541;-0.008905;28.540883;0.749325;74.616708;7.901139;56.075427;-65.753828;182.248607;85.545588;1.659888;120
2; MER;0.271998;231.288361;90;20181001; 05:35:42.1340;-4.0002;-81.13415433;6.10E-07;1.276315;0.806399;1.717113;0.462216;33.108056;0.255109;341.926022;-32.332455;0.104429;3.174708;0.027671;120
2; MER;0.210345;165.903773;58;20181001; 05:35:44.1240;-4.0002;-81.13406996;5.08E-07;0.26252;-1.306493;8.026314;0.326217;16.920119;0.776636;29.334548;-62.86042;98.173881;10.47328;0.064201;120
2; MER;0.487006;219.702382;376;20181001; 05:35:48.1240;-4.0002;-81.13390358;1.64E-06;3.358133;12.550269;53.365242;1.217766;147.68345;19.690346;88.145559;-62.554719;295.985839;259.945507;6.106529;120
2; MER;0.304235;226.306779;151;20181001; 05:35:48.1240;-4.0002;-81.13390358;8.38E-07;2.445281;4.918776;31.490323;0.779547;83.452447;6.366965;87.043398;-64.627306;243.251191;98.192748;1.009843;120
2; MER;0.718075;147.350475;198;20181001; 05:35:54.1240;-4.00018333;-81.13365485;1.88E-06;0.759853;-0.552895;1.003485;1.519986;96.841229;0.567395;1315.301402;-9.997371;0.001877;6.101134;0.108121;120
2; MER;0.337278;217.736641;93;20181001; 05:36:04.1240;-4.00016667;-81.13323714;2.22E-07;0.292838;-1.128164;15.32685;0.265773;40.432743;2.118803;61.39965;-69.378777;192.269492;16.293852;0.223899;120
2; MER;0.258398;231.588959;114;20181001; 05:36:06.1340;-4.00016667;-81.13315373;3.48E-07;0.768973;-1.18948;38.395147;0.416883;108.457075;5.216168;179.454499;-68.650907;254.770707;64.025137;0.597589;120
2; MER;0.513774;146.459723;85;20181001; 05:36:05.1240;-4.00016667;-81.13318932;2.30E-06;0.965165;0.301789;11.592117;0.37155;42.35128;2.928833;48.733613;-58.63872;167.787692;17.228204;0.463537;120
2; MER;0.346546;227.37715;172;20181001; 05:36:08.1240;-4.00015211;-81.13307088;4.82E-07;1.688081;1.800016;40.243489;0.991101;124.501647;10.038454;122.877822;-66.826063;232.021162;159.54145;1.682745;120
2; MER;0.293758;139.021648;81;20181001; 05:36:07.1240;-4.00016667;-81.13310632;8.34E-07;0.498342;-1.361482;12.225616;0.401772;42.874581;1.821664;80.301121;-62.629818;152.855482;19.64764;0.194956;120
2; MER;0.45877;172.028521;253;20181001; 05:36:11.1240;-4.00015;-81.13295322;1.45E-06;2.088143;4.010938;35.072224;1.822206;110.44631;13.318843;72.882966;-60.862031;176.998693;255.635269;3.980845;120
2; MER;0.655817;140.723492;217;20181001; 05:36:10.1340;-4.00015;-81.13298615;1.96E-06;2.160148;3.653298;16.689067;1.716429;83.442451;9.90982;55.911153;-59.596514;178.286437;114.582395;6.410003;120
2; MER;0.359037;155.148209;99;20181001; 05:36:10.1340;-4.00015;-81.13298615;1.83E-06;0.349662;-1.11451;0.475786;0.583104;13.015535;0.113007;119.291517;52.44871;0;1.109731;0.023632;120
2; MER;0.963849;140.8149;691;20181001; 05:36:19.1240;-4.00013333;-81.13262052;3.51E-06;3.268173;13.018522;46.056462;3.771525;282.172676;40.337806;157.075258;-56.640817;162.17739;694.812396;17.286604;120
2; MER;0.745728;230.36985;329;20181001; 05:36:16.1350;-4.00015;-81.13273816;1.64E-06;4.28583;23.808438;12.965879;0.719103;45.111109;6.320264;25.622524;-59.97522;162.746844;37.295209;2.563137;120
2; MER;0.8849;160.379607;244;20181001; 05:36:19.1240;-4.00013333;-81.13262052;8.15E-07;1.878643;2.422748;12.072257;2.925309;75.562308;9.520454;47.724664;-62.945026;160.547274;141.260327;8.625662;120
2; MER;0.411019;231.876161;68;20181001; 05:36:22.1250;-4.00013333;-81.13248967;3.90E-07;0.023279;-1.339812;13.80293;0.401772;37.692914;2.896985;39.02684;-65.685218;144.517243;22.182523;0.388576;120
2; MER;1.21353;145.716957;870;20181001; 05:36:28.1240;-4.00013333;-81.13224106;1.92E-06;1.785292;3.215568;48.815384;3.711081;284.869373;54.250161;119.036631;-58.060096;122.947071;724.631372;32.965573;120
2; MER;0.354893;183.905326;137;20181001; 05:36:27.1340;-4.00013333;-81.13228624;2.13E-07;0.765272;-0.725027;41.663657;0.82488;124.210973;10.150484;120.954863;-68.166973;139.540299;137.470069;1.537845;120
2; MER;0.469815;232.107187;285;20181001; 05:36:35.1240;-4.00013333;-81.13195389;8.38E-07;1.278387;0.747038;34.155547;1.1271;144.862871;11.950532;139.73882;-62.232051;140.079946;153.98687;2.723089;120
2; MER;0.330024;167.935351;91;20181001; 05:36:36.1240;-4.00013333;-81.13190611;9.23E-07;0.663711;-1.270093;2.492197;0.235551;14.493649;0.312226;53.539743;-49.350504;7.946108;2.348158;0.031023;120
2; MER;1.512827;136.598234;584;20181001; 05:36:41.1340;-4.00013333;-81.13170452;1.45E-06;2.308046;5.036389;24.550231;7.050612;186.959585;35.042949;79.375224;-60.985755;181.87847;692.376608;48.960859;120
2; MER;0.286505;153.929292;79;20181001; 05:36:40.1240;-4.00013333;-81.13175326;1.05E-06;0.439152;-1.089258;3.968179;0.341328;26.310394;0.526562;104.615235;-53.84029;25.308893;5.417802;0.049942;120
2; MER;0.355411;160.189984;98;20181001; 05:36:43.1240;-4.00011667;-81.13162196;1.04E-06;0.225497;-1.03727;0.713596;0.280884;12.23147;0.108436;109.792757;10.724383;9.00E-06;0.801751;0.012679;120
2; MER;1.429621;139.50684;1971;20181001; 05:36:54.1350;-4.00011667;-81.13116968;2.29E-06;2.185283;6.350661;103.491916;6.733281;886.646587;137.967542;453.43423;-57.390015;125.80415;2787.360601;63.861893;120
2; MER;0.358131;135.677882;158;20181001; 05:36:47.1350;-4.00011667;-81.13145512;1.63E-06;0.491058;-0.228912;22.535654;0.295995;52.900697;3.542191;62.86964;-59.619921;149.277919;26.681764;0.459636;120
2; MER;0.353597;175.072171;117;20181001; 05:36:46.1240;-4.00011667;-81.13150373;1.64E-06;1.099205;1.624908;0.689154;0.341328;6.708356;0.118317;30.26739;24.690029;1.00E-06;0.94091;0.018407;120
2; MER;0.319598;232.163732;141;20181001; 05:36:49.1240;-4.00011667;-81.13137295;7.58E-07;1.797774;3.115819;19.996734;0.507549;68.060821;3.571216;103.221078;-64.44401;210.961868;40.597289;0.53723;120
2; MER;0.296176;205.737437;98;20181001; 05:36:52.1240;-4.00011667;-81.13125444;5.26E-07;-0.004324;-1.284481;1.404475;0.431994;18.800815;0.220214;127.731534;-24.837716;0.016015;2.426898;0.024801;120
