transecto;Region_class;Height_mean;Depth_mean;Good_samples;Date_M;Time_M;Lat_M;Lon_M;Standard_deviation;Skewness;Kurtosis;Corrected_length;Corrected_thickness;Corrected_perimeter;Corrected_area;Image_compactness;Corrected_MVBS;Coefficient_of_variation;X3D_school_area;X3D_school_volume;Frequency
62x63; VIN;0.448797;27.891426;99;20181029; 22:06:15.6010;-12.9673;-78.08486667;1.38E-06;0.754201;-0.739421;18.236594;0.688881;47.898856;5.010604;36.43765;-59.813005;131.800383;50.251372;1.541093;120
62x63; VIN;0.430663;26.716693;95;20181029; 22:06:47.6010;-12.96852924;-78.08393606;9.51E-07;0.689372;-0.782814;20.112051;0.628437;85.392403;5.394233;107.57191;-61.592683;137.203429;50.556628;0.64666;120
62x63; VIN;0.478716;23.841724;132;20181029; 22:01:14.6010;-12.95565;-78.09346667;4.28E-07;1.012159;0.52773;26.077132;1.081767;86.006365;9.215515;63.875114;-64.563351;122.506415;112.837521;1.851598;120
62x63; VIN;0.317331;30.195405;140;20181029; 22:01:49.6020;-12.95701133;-78.09248689;3.39E-07;0.386525;-0.197916;41.64926;0.67377;128.642346;8.221673;160.176139;-64.699366;100.163702;112.248086;1.391525;120
62x63; VIN;0.891117;25.617489;1720;20181029; 22:02:05.5900;-12.95763333;-78.09201667;9.52E-07;2.211851;6.090978;184.765375;3.318195;1333.680811;147.557933;959.249052;-61.334463;129.419714;2452.350176;44.643437;120
62x63; VIN;0.34302;28.134179;227;20181029; 22:01:53.5910;-12.95716667;-78.09236667;1.12E-06;2.205866;4.892144;62.056875;0.643548;191.880757;13.642801;214.758043;-62.422155;194.815083;159.746311;2.3831;120
62x63; VIN;0.362664;32.768959;80;20181029; 22:01:50.5910;-12.95705;-78.09245;9.27E-07;2.302441;7.879011;20.264773;0.643548;74.44817;4.671881;94.407491;-63.033974;186.471931;52.165417;0.787699;120
62x63; VIN;1.018659;28.971575;955;20181029; 22:02:06.6010;-12.95767795;-78.09198692;1.26E-06;2.610564;9.564701;87.973164;2.003538;579.44826;76.073862;351.22385;-60.103303;128.560086;705.030307;24.982276;120
62x63; VIN;0.640706;32.104788;424;20181029; 22:02:10.5910;-12.95783333;-78.09186667;1.25E-06;3.314168;14.777785;61.263343;1.625763;295.0803;31.547971;219.633781;-61.478433;175.681178;398.398704;9.413071;120
62x63; VIN;0.269983;29.629378;134;20181029; 22:02:30.6010;-12.95861183;-78.09128656;1.16E-06;1.461289;1.144678;46.357807;0.991101;126.684012;9.048593;141.140846;-61.371383;159.422075;183.781075;1.807103;120
62x63; VIN;0.269731;26.233102;119;20181029; 22:11:56.5910;-12.98046667;-78.07513333;1.36E-06;2.627358;6.642087;41.206871;0.703992;114.248548;7.144573;145.383544;-62.503676;242.510693;116.03723;0.934922;120
62x63; VIN;0.673195;28.530789;297;20181029; 22:11:56.5910;-12.98046667;-78.07513333;1.61E-06;3.372231;11.275879;41.024861;1.42932;255.15987;21.702716;238.726584;-61.413552;222.551924;234.550617;4.552198;120
62x63; VIN;0.519063;27.38129;229;20181029; 22:12:14.5910;-12.98115044;-78.07463854;8.03E-07;1.840554;3.368126;41.42345;1.021323;201.579416;15.402347;209.940193;-62.817468;153.607749;169.226887;5.226968;120
62x63; VIN;0.435197;30.825684;96;20181029; 22:12:27.5910;-12.98163333;-78.07428333;5.54E-07;0.784514;-0.218939;20.613232;0.719103;75.34778;5.893328;76.660284;-63.555967;125.529799;59.292148;1.112248;120
62x63; VIN;0.315518;27.242319;87;20181029; 22:13:27.5910;-12.98396573;-78.07253427;8.82E-07;0.83129;-0.651587;23.409073;0.658659;87.78506;4.500532;136.259719;-62.219463;147.011956;61.674386;0.518475;120
62x63; VIN;0.296176;28.441369;98;20181029; 22:13:45.5900;-12.9846455;-78.07203633;5.30E-07;-0.071706;-0.917877;29.708528;0.628437;61.744332;5.505926;55.100302;-61.890539;81.906833;74.679752;1.537331;120
62x63; VIN;0.392886;26.083353;65;20181029; 22:13:56.5900;-12.98506667;-78.07173333;2.58E-07;0.616668;0.010918;15.678574;0.628437;31.690659;3.917799;20.399076;-66.621945;118.374422;39.411983;1.103599;120
62x63; VIN;0.445559;29.180958;172;20181029; 22:14:02.5910;-12.9853;-78.07155;7.82E-07;1.285362;0.8787;35.635605;0.688881;160.039336;10.179722;200.220105;-63.039242;157.498789;98.194764;1.56647;120
62x63; VIN;0.501685;30.592893;83;20181029; 22:14:07.6010;-12.9855;-78.07141667;6.33E-07;1.791919;2.792525;14.364493;0.719103;51.940802;4.697591;45.701684;-64.166673;165.241868;41.318201;0.925813;120
62x63; VIN;0.287541;25.875586;111;20181029; 22:14:28.6020;-12.9863;-78.07081667;2.71E-07;0.398604;-1.055113;38.075748;0.719103;119.215031;7.063173;160.122497;-67.116357;139.669903;109.521538;0.893401;120
62x63; VIN;0.465419;29.349762;154;20181029; 22:14:28.6020;-12.9863;-78.07081667;5.96E-07;1.328178;1.046721;32.304575;0.719103;143.801349;9.811948;167.710712;-64.779228;179.243091;92.921268;1.931574;120
62x63; VIN;0.478716;26.390537;132;20181029; 22:14:57.5910;-12.98741667;-78.07;7.43E-07;2.378914;6.389182;25.091633;0.809769;97.371785;8.106103;93.077406;-64.449572;206.856407;81.273705;1.575968;120
62x63; VIN;0.62642;30.124351;380;20181029; 22:15:10.5910;-12.98791535;-78.06963465;5.17E-07;1.030261;0.260301;54.553491;1.323543;216.175478;26.312717;141.330958;-63.458173;114.52855;288.815567;7.743288;120
62x63; VIN;0.377171;27.575541;104;20181029; 22:15:14.5910;-12.98808333;-78.06953333;7.43E-07;1.991488;3.622871;24.824514;0.688881;80.437892;5.791709;88.900615;-63.903249;182.567908;68.404545;0.84152;120
62x63; VIN;0.365686;27.636196;121;20181029; 22:15:39.5910;-12.98901667;-78.06881667;5.42E-07;1.044092;-0.048904;30.374691;0.658659;95.840671;7.220413;101.234322;-64.095602;139.271382;80.026253;1.111105;120
62x63; VIN;0.45013;26.521653;422;20181029; 22:16:10.5910;-12.9902;-78.06793333;7.24E-07;1.351934;1.724299;88.535394;1.308432;344.66051;31.024864;304.693578;-62.481332;128.139021;463.370169;8.476704;120
62x63; VIN;0.366291;28.688159;202;20181029; 22:16:07.5910;-12.99008333;-78.06801667;1.01E-06;2.069982;4.643358;51.094886;1.338654;191.009194;14.669609;197.91565;-61.439497;141.18819;273.593495;2.351134;120
62x63; VIN;0.400945;25.053066;199;20181029; 22:16:36.6010;-12.9912;-78.0672;5.36E-07;0.694553;-0.071803;47.084046;0.779547;168.157944;12.595591;178.651374;-63.63814;123.835194;146.816907;1.922282;120
62x63; VIN;0.367845;26.802913;142;20181029; 22:16:48.5910;-12.99166667;-78.06686667;8.13E-07;0.595811;-0.344946;35.222823;0.643548;95.278893;8.275099;87.299217;-60.849716;98.917074;90.670309;2.347917;120
62x63; VIN;0.38533;25.426266;170;20181029; 22:16:54.5920;-12.9919;-78.0667;6.14E-07;1.031073;0.038317;41.727113;0.97599;142.090949;11.690556;137.431975;-63.917561;151.368952;162.900979;1.754185;120
62x63; VIN;0.438494;27.739978;266;20181029; 22:16:57.6010;-12.99201667;-78.06661667;7.46E-07;2.06338;5.537483;56.28304;2.018649;262.950675;20.391557;269.828816;-62.651535;137.318116;454.46281;4.037145;120
62x63; VIN;0.462397;32.570249;102;20181029; 22:17:02.5910;-12.9922;-78.06648333;4.94E-07;1.338852;2.102712;19.646314;0.839991;51.180995;6.289115;33.145001;-62.412521;86.066557;66.010909;1.499265;120
62x63; VIN;0.627409;25.013754;519;20181029; 22:17:10.6010;-12.99251667;-78.06625;6.92E-07;0.900445;0.621017;78.217273;2.607978;369.589077;42.101159;258.186979;-61.072855;88.570995;815.955708;10.617333;120
62x63; VIN;0.594366;27.787746;295;20181029; 22:17:08.5910;-12.99243333;-78.0663;8.66E-07;1.686448;3.063118;45.760598;0.855102;190.437976;18.905304;152.655892;-62.713603;161.737912;156.519916;5.460557;120
62x63; VIN;0.367845;23.917435;142;20181029; 22:17:17.6020;-12.99278333;-78.06605;9.40E-07;2.459871;5.50519;35.973418;0.855102;134.931666;8.841533;163.866558;-63.041413;189.350058;123.043767;1.444095;120
62x63; VIN;0.48597;26.161471;268;20181029; 22:17:23.5910;-12.99300976;-78.06588794;1.08E-06;2.861457;13.669255;51.261966;0.870213;186.498449;17.638795;156.917608;-61.322818;145.904995;178.435317;3.756458;120
62x63; VIN;0.43157;27.903947;119;20181029; 22:17:22.5910;-12.99296667;-78.06591667;1.03E-06;1.227711;0.241748;25.412858;0.960879;108.10896;7.901775;117.703354;-62.247683;172.540789;97.674727;1.428411;120
62x63; VIN;0.362664;28.270395;320;20181029; 22:17:34.5900;-12.99343333;-78.06556667;6.94E-07;1.586342;2.672133;84.052783;1.051545;245.282845;21.957165;218.04605;-63.277418;147.672654;353.541137;4.94846;120
62x63; VIN;0.396664;30.452637;350;20181029; 22:17:39.5910;-12.99361667;-78.06543333;6.98E-07;1.392811;1.67504;83.935091;1.852428;280.573555;27.502477;227.778013;-62.470026;123.189154;621.93485;6.990007;120
62x63; VIN;0.445559;23.072599;172;20181029; 22:17:45.6010;-12.99385;-78.06525;1.19E-06;1.460943;2.285734;35.414611;0.960879;116.134511;11.107834;96.623628;-60.311239;127.563097;136.116625;2.613838;120
62x63; VIN;0.465419;26.314099;77;20181029; 22:17:44.5910;-12.99381667;-78.06528333;2.55E-07;0.343032;-1.02843;14.848818;0.749325;43.077299;4.528763;32.606746;-67.098658;130.873779;44.506362;1.234846;120
62x63; VIN;0.300493;28.290449;116;20181029; 22:17:46.5910;-12.99388333;-78.06523333;6.34E-07;1.070114;0.261636;35.924616;0.643548;94.112417;6.492808;108.555396;-64.176435;165.871321;92.476858;0.927411;120
62x63; VIN;0.583889;24.901389;161;20181029; 22:17:52.6020;-12.99409232;-78.06507692;7.67E-07;1.360547;1.552965;24.627802;1.217766;131.019523;10.593779;128.946998;-61.766564;115.214296;119.963598;2.307472;120
62x63; VIN;0.429757;25.297727;237;20181029; 22:18:02.5900;-12.9945;-78.06478333;7.59E-07;1.374969;1.941887;52.365631;1.172433;187.463318;16.423046;170.282109;-61.801737;114.882045;245.580777;3.702746;120
62x63; VIN;0.311287;24.615731;206;20181029; 22:18:16.5900;-12.99505;-78.06438333;1.01E-06;3.143824;12.595604;61.736744;1.459542;178.188621;15.041167;167.984241;-61.984811;158.760196;360.429482;3.122437;120
62x63; VIN;0.417064;31.482546;115;20181029; 22:18:36.5910;-12.99583333;-78.06381667;1.04E-06;0.604291;-0.229807;24.660738;0.643548;73.65326;6.389758;67.560003;-61.000785;130.338583;63.481474;1.219709;120
62x63; VIN;0.587516;27.499557;162;20181029; 22:18:41.6010;-12.99601667;-78.06368333;7.02E-07;1.148093;0.123037;25.823948;0.930657;94.970387;10.914663;65.759154;-63.499283;157.064446;96.132953;3.030041;120
62x63; VIN;0.427944;30.089279;118;20181029; 22:18:44.6010;-12.99613333;-78.06358333;3.46E-07;0.636333;0.043533;26.235852;0.719103;88.288594;7.348625;84.40987;-65.557013;124.382613;75.46512;1.147358;120
62x63; VIN;0.392337;24.381459;238;20181029; 22:18:50.5910;-12.99634129;-78.06344403;1.07E-06;1.93855;3.882226;56.045932;1.006212;197.51965;15.84056;195.992842;-61.6535;156.009016;225.576358;2.924861;120
62x63; VIN;0.50773;26.807605;140;20181029; 22:18:48.6020;-12.99628333;-78.06348333;1.54E-06;2.412969;5.451653;23.395568;0.688881;100.525874;7.811111;102.951589;-61.553711;220.569042;64.46705;1.388987;120
62x63; VIN;0.546414;29.43568;452;20181029; 22:18:55.6010;-12.99655;-78.06328333;5.70E-07;0.968781;0.2094;77.519212;1.988427;245.301851;35.422686;135.179333;-62.826527;109.280539;616.565176;13.963802;120
62x63; VIN;0.589933;27.131466;488;20181029; 22:19:07.5910;-12.99698815;-78.06296185;9.29E-07;1.69354;3.310216;77.286422;1.761762;294.554021;37.139281;185.903069;-61.489256;130.86462;544.641125;10.991376;120
62x63; VIN;1.339681;26.760352;1847;20181029; 22:19:25.5900;-12.99769447;-78.06242082;7.59E-07;2.531177;9.645008;130.299276;5.161737;1321.114112;163.154152;851.280466;-61.809134;115.045585;2690.282382;48.781401;120
62x63; VIN;0.55004;22.461455;91;20181029; 22:19:15.5900;-12.99731667;-78.0627;5.61E-07;1.468887;1.175127;13.904824;0.749325;58.189306;4.914946;54.822359;-63.843571;135.855174;41.676929;0.73538;120
62x63; VIN;0.527676;27.080532;291;20181029; 22:19:46.5900;-12.9985;-78.06183333;7.71E-07;1.561744;3.534989;48.609316;1.383987;216.139267;20.729662;179.335081;-61.665859;113.215372;269.098645;5.819392;120
62x63; VIN;0.55407;31.640786;275;20181029; 22:24:48.6020;-13.01001667;-78.05345;5.28E-07;1.128047;0.73436;44.541516;1.006212;163.378023;17.475149;121.550433;-63.869394;128.738648;179.272833;5.074426;120
62x63; VIN;0.32942;29.54048;109;20181029; 22:24:47.5910;-13.00998333;-78.05348333;3.99E-07;0.853349;-0.42131;29.885351;0.688881;72.321132;6.322599;65.830159;-66.149001;164.358975;82.349802;1.302624;120
62x63; VIN;0.428516;27.440136;449;20181029; 22:24:59.5910;-13.01044511;-78.05315326;9.59E-07;2.490453;7.212446;97.850602;1.217766;410.508716;31.417759;426.834682;-62.475132;169.545677;476.636543;6.135802;120
62x63; VIN;0.371731;30.254669;205;20181029; 22:24:59.5910;-13.01044511;-78.05315326;5.82E-07;0.511199;-1.066609;50.438891;0.885324;144.52886;12.849948;129.35938;-63.005124;116.201325;178.619042;3.167635;120
62x63; VIN;0.663157;33.273289;256;20181029; 22:24:59.5910;-13.01044511;-78.05315326;2.83E-07;1.182285;0.71005;37.201727;1.504875;195.411113;19.891412;152.76471;-67.20711;149.020876;223.935793;7.984139;120
62x63; VIN;0.446077;25.941975;123;20181029; 22:25:00.5910;-13.01048333;-78.05311667;4.88E-07;0.754558;0.365551;25.772761;0.764436;86.285616;7.801792;75.940348;-63.725352;115.090063;78.806507;1.805258;120
62x63; VIN;0.380797;26.979179;84;20181029; 22:25:07.5910;-13.01075;-78.05293333;8.81E-07;2.437601;5.731013;19.258579;0.643548;72.09351;4.619461;89.534655;-63.19926;183.995864;49.57528;1.00914;120
62x63; VIN;0.445559;28.000824;172;20181029; 22:25:25.5920;-13.01141245;-78.05242018;7.14E-07;1.201861;0.616531;35.45557;0.628437;104.661108;9.683362;90.019089;-63.28961;152.354581;89.126368;1.893604;120
62x63; VIN;0.589329;29.365323;130;20181029; 22:25:23.6010;-13.01131667;-78.0525;3.90E-07;1.07045;0.783605;21.487785;0.900435;86.504334;8.911211;66.823491;-65.436612;136.429107;77.393415;1.944813;120
62x63; VIN;0.293153;28.532497;97;20181029; 22:25:37.6010;-13.01185347;-78.05211493;7.06E-07;1.052746;0.51395;28.744739;0.658659;68.757739;5.448596;69.047617;-62.507942;125.731694;75.731925;1.723704;120
62x63; VIN;0.741195;27.798306;327;20181029; 22:26:17.5910;-13.01341667;-78.05101667;9.11E-07;2.042773;4.337711;39.803484;1.837317;210.974886;25.173626;140.70382;-62.10537;147.910503;292.526469;8.295027;120
62x63; VIN;3.732849;22.508159;1441;20181029; 22:35:18.5910;-13.03396667;-78.0359;2.56E-06;3.664564;16.889783;36.012643;5.690622;377.052874;124.261729;91.045242;-58.05475;163.699592;819.737364;166.837956;120
62x63; VIN;1.981052;19.82131;874;20181029; 22:35:28.5910;-13.03432092;-78.03564575;6.79E-06;2.781225;8.137094;38.806391;3.439083;267.840335;69.445773;82.20463;-54.505373;191.504841;533.833596;74.70246;120
62x63; VIN;0.362664;26.671036;100;20181029; 22:37:25.5910;-13.03876667;-78.03231667;2.78E-07;0.240979;-0.142686;25.600626;0.945768;101.941401;6.317667;130.898483;-65.592212;100.872315;96.849013;0.822774;120
62x63; VIN;0.311891;28.306558;86;20181029; 22:39:54.5910;-13.04445;-78.02816667;5.48E-07;1.698805;2.119008;25.486334;0.67377;62.648789;4.84375;64.481305;-66.044578;220.212823;68.687709;0.719519;120
62x63; VIN;0.465419;25.395664;77;20181029; 22:40:47.5910;-13.04646667;-78.02671667;3.21E-07;0.416006;-1.103497;14.474965;0.719103;40.500645;4.38876;29.742137;-66.040193;129.023083;41.635962;1.212251;120
62x63; VIN;0.241776;27.712818;120;20181029; 22:41:58.6010;-13.04916138;-78.02473686;3.25E-07;0.127315;-0.444492;47.217451;0.628437;107.461908;7.1146;129.166167;-64.742195;96.713958;118.692773;1.096631;120
62x63; VIN;0.287865;35.234949;127;20181029; 22:56:22.5910;-13.08176482;-78.00060185;2.75E-07;-0.368836;-0.976987;39.908062;0.960879;103.240307;8.352682;101.545991;-64.853993;84.125364;153.387276;1.476772;120
62x63; VIN;0.366291;40.685874;101;20181029; 22:56:29.5910;-13.08203141;-78.00041859;2.80E-07;0.091145;-0.965404;25.426542;0.839991;63.774791;6.232486;51.931026;-65.898402;108.956751;85.432265;1.408248;120
62x63; VIN;0.531907;39.506885;176;20181029; 22:56:33.5910;-13.08218144;-78.00030189;3.40E-07;1.013434;0.777478;30.553101;1.096878;134.291776;12.059472;119.003756;-65.888285;131.900522;134.052097;3.186726;120
62x63; VIN;0.308264;36.747196;136;20181029; 22:56:37.5910;-13.08233151;-78.00018516;5.82E-07;1.436545;1.150264;40.299967;0.703992;127.026018;8.256592;155.515865;-65.363169;199.952235;113.483418;1.341734;120
62x63; VIN;0.296176;39.117383;98;20181029; 22:56:45.6010;-13.08263095;-77.99996746;4.66E-07;1.594019;2.115271;29.694729;0.82488;91.923483;6.112697;110.004443;-65.772673;175.876592;97.978351;1.608397;120
62x63; VIN;0.33935;29.505346;131;20181029; 22:56:55.6010;-13.08299831;-77.99966836;4.96E-07;2.499097;5.786296;35.61439;0.779547;125.570845;7.885442;159.126209;-66.405953;216.986584;111.052364;1.081532;120
62x63; VIN;0.287541;38.259418;111;20181029; 22:56:56.6020;-13.08303183;-77.99965075;3.28E-07;0.873524;-0.263389;35.075788;0.703992;93.066188;6.662166;103.456677;-66.807767;157.162603;98.772296;1.200496;120
62x63; VIN;0.420086;30.885145;278;20181029; 22:57:00.5910;-13.0831813;-77.99953537;5.00E-07;1.543807;2.169285;60.445503;0.703992;186.654768;16.606007;166.956409;-65.513507;177.788224;170.212602;3.472247;120
62x63; VIN;0.278042;26.826624;138;20181029; 22:57:04.5910;-13.08334699;-77.99941867;3.65E-07;0.764503;0.089114;45.747633;0.643548;132.559549;7.957544;175.724822;-65.653989;134.019901;117.76319;1.326564;120
62x63; VIN;0.516796;37.243154;171;20181029; 22:57:04.5910;-13.08334699;-77.99941867;3.95E-07;1.189378;0.829712;29.184041;0.643548;100.246758;9.549967;83.739223;-65.74375;148.310345;75.125324;2.300646;120
62x63; VIN;0.366291;36.737145;101;20181029; 22:57:11.5910;-13.08359788;-77.99923439;2.66E-07;1.039581;0.579257;26.532917;0.628437;96.492551;6.182287;119.847376;-67.982259;167.053439;66.697068;1.113457;120
62x63; VIN;0.460583;33.41806;127;20181029; 22:57:13.6010;-13.08368157;-77.99916843;5.45E-07;0.811578;-0.091579;24.441158;0.82488;81.205256;7.648392;68.610139;-64.129195;141.112962;80.64409;1.510233;120
62x63; VIN;0.634662;32.949967;280;20181029; 22:57:22.5910;-13.08401462;-77.99893436;2.94E-07;0.741019;-0.246265;41.399489;1.837317;253.018722;21.483717;237.129744;-65.824488;112.462826;304.255939;4.816598;120
62x63; VIN;0.366694;27.746486;182;20181029; 22:57:30.6010;-13.08433073;-77.99870173;2.59E-07;0.073064;-0.84822;44.925274;0.779547;104.78098;10.955539;79.748279;-65.666601;95.648483;140.085449;2.973954;120
62x63; VIN;0.633708;37.487742;664;20181029; 22:57:44.6020;-13.08483241;-77.99831851;3.95E-07;1.360075;1.739257;92.483583;3.227529;551.05518;52.256957;462.41956;-64.483714;110.925878;1193.973783;12.016926;120
62x63; VIN;0.354893;31.322125;137;20181029; 22:57:39.5910;-13.08466451;-77.99846775;3.27E-07;1.60558;2.816798;35.788623;0.839991;103.969768;8.678039;99.124881;-66.618815;149.9;120.248486;1.718774;120
62x63; VIN;0.479832;25.496755;344;20181029; 22:57:48.6010;-13.08494903;-77.99818528;3.71E-07;0.974055;0.868032;61.036451;1.081767;231.93012;21.302274;200.945591;-65.163216;121.801717;264.108873;5.542908;120
62x63; VIN;0.619119;31.70829;239;20181029; 22:58:00.5910;-13.08511667;-77.99772001;2.02E-07;0.90339;0.567398;32.766501;1.489764;185.708389;16.115803;170.294742;-67.979357;126.72934;195.257412;2.779195;120
62x63; VIN;0.376264;40.067381;83;20181029; 22:58:11.5900;-13.08506786;-77.99728571;1.94E-07;0.888993;0.047436;20.781285;0.658659;58.682637;5.068911;54.062325;-68.984728;153.409447;54.751123;0.755175;120
62x63; VIN;0.72835;32.171081;241;20181029; 22:58:18.5900;-13.08496897;-77.9970023;3.69E-07;1.608104;2.563597;26.272478;0.719103;81.250415;12.470101;42.12805;-66.090218;149.872855;75.570472;4.497611;120
62x63; VIN;0.371731;26.272648;123;20181029; 22:58:22.6010;-13.084901;-77.99685199;4.08E-07;1.382731;1.523896;27.000937;0.764436;124.089534;6.691355;183.124456;-65.872626;157.918652;82.561952;1.01616;120
62x63; VIN;0.449703;28.257521;124;20181029; 22:45:18.5910;-13.05671667;-78.01913333;6.37E-07;1.279315;0.321301;23.994078;0.703992;91.598815;6.937941;96.236376;-64.447667;177.464579;67.566555;1.169567;120
62x63; VIN;0.447286;27.258978;148;20181029; 22:51:58.6030;-13.07176628;-78.00799195;2.93E-07;0.713986;-0.757161;30.38854;0.734214;82.526143;9.007714;60.16704;-67.362847;159.875451;89.246765;1.927702;120
62x63; VIN;0.284087;26.190321;94;20181029; 22:52:08.5910;-13.07218212;-78.00768374;4.56E-07;1.07519;0.103196;31.178195;0.749325;93.817332;5.527488;126.715137;-65.904553;177.729442;93.450402;0.749613;120
62x63; VIN;0.435197;33.369729;168;20181029; 22:52:24.5910;-13.0727823;-78.00723385;4.59E-07;1.420897;2.04042;35.565021;1.323543;105.410614;11.649092;75.904364;-63.871163;111.907561;188.287339;4.085181;120
62x63; VIN;0.326398;29.222911;144;20181029; 22:52:39.6010;-13.07334954;-78.00680046;4.01E-07;0.492641;-0.827442;40.514975;1.232877;133.750957;10.367035;137.318599;-64.630719;116.61582;199.799923;2.255887;120
62x63; VIN;0.513774;24.821577;85;20181029; 22:52:42.5900;-13.07346574;-78.00671759;2.66E-07;0.956764;0.53155;15.969636;0.688881;54.269588;5.367005;43.668793;-66.437486;117.255846;44.004716;1.117816;120
62x63; VIN;0.42069;26.184028;116;20181029; 22:53:04.5920;-13.07429977;-78.00610023;3.35E-07;0.786038;-0.122771;25.762029;0.885324;104.241796;7.353114;117.598719;-66.103756;136.420442;91.230969;1.313296;120
63; VIN;0.537952;13.504955;89;20181029; 23:07:39.5920;-13.07125;-77.9741;8.31E-07;1.902576;2.315842;14.260299;0.649592;40.656095;4.788522;27.468818;-63.430378;183.136253;37.053527;1.002132;120
63; VIN;0.483552;19.491452;240;20181029; 23:08:58.5910;-13.0695;-77.97075;2.87E-07;1.211493;2.033151;47.754994;0.830924;109.673449;15.364748;62.297081;-65.290396;96.923717;158.723157;4.943378;120
63; VIN;0.676973;21.620603;112;20181029; 23:09:05.5910;-13.06933333;-77.97045;1.84E-07;1.994415;5.170207;14.341513;0.830924;30.678654;6.560757;11.415863;-65.289288;62.264845;47.666852;3.104189;120
63; VIN;0.643729;20.178421;142;20181029; 23:09:06.5900;-13.06931667;-77.9704;3.27E-07;2.652694;8.840857;20.680701;0.849058;61.173389;9.1533;32.534006;-65.217893;108.681721;70.236427;2.893837;120
63; VIN;0.348157;18.586908;96;20181029; 23:09:09.5910;-13.06925292;-77.97027543;5.60E-07;1.393627;0.272982;25.357941;0.649592;53.253115;5.597472;40.317004;-64.116634;144.388126;65.889302;1.003459;120
63; VIN;0.589329;19.379927;65;20181029; 23:09:22.5910;-13.06895675;-77.96972679;5.13E-07;0.668581;-0.99604;8.468297;0.649592;28.547649;3.116602;20.80892;-63.213592;107.481622;22.003766;0.609489;120
63; VIN;0.553063;39.253324;61;20181029; 23:09:31.6010;-13.06873946;-77.96935919;1.52E-07;0.534434;-0.893251;8.562318;0.631459;17.921184;2.874012;8.892728;-65.449438;53.478042;21.627019;0.834372;120
63; VIN;0.50773;12.82341;84;20181029; 23:09:44.5910;-13.06842334;-77.96882668;7.47E-07;0.72837;-0.75504;15.898909;1.048523;44.850094;5.92669;27.008761;-61.163175;97.626973;66.681476;1.308403;120
63; VIN;0.431167;22.523553;214;20181029; 23:06:34.5900;-13.07271667;-77.97685;4.90E-07;2.229056;4.350294;45.584095;1.121056;125.005564;14.562276;85.392467;-63.960463;121.918654;204.409221;3.930143;120
63; VIN;3.037455;26.307515;10553;20181029; 23:07:02.6010;-13.0721;-77.9757;3.47E-07;2.321152;9.127191;328.084216;14.612156;5684.624139;970.133985;2650.708234;-63.826772;83.832486;19176.07151;437.815111;120
63; VIN;0.571196;31.727487;126;20181029; 23:06:32.5910;-13.07276667;-77.97693333;1.92E-07;0.675496;-0.002123;18.62059;0.92159;56.944679;7.3743;34.992552;-65.045761;61.273194;68.642227;1.601781;120
63; VIN;0.441241;29.222273;73;20181029; 23:06:37.5910;-13.07265;-77.97671667;1.45E-07;0.928512;0.23878;16.307246;0.631459;67.498729;4.475134;81.016835;-66.484244;64.39273;41.189442;0.661429;120
63; VIN;0.492187;33.832638;190;20181029; 23:06:39.5910;-13.0726;-77.97663333;2.21E-07;1.497761;2.202279;38.515647;1.102922;147.105403;14.043024;122.627182;-65.634307;80.753166;169.919078;3.899966;120
63; VIN;0.529489;38.612414;146;20181029; 23:06:41.5900;-13.07255;-77.97655;2.30E-07;2.326472;5.335456;27.649568;0.830924;124.047709;10.024439;122.153956;-66.592061;104.903169;91.898802;1.70862;120
63; VIN;0.679995;19.193388;75;20181029; 23:06:46.5910;-13.07245295;-77.97634217;2.99E-07;1.92555;4.523665;8.537062;0.885324;18.795757;4.048938;6.943343;-64.044728;75.954387;30.232265;1.508485;120
63; VIN;0.610484;33.84481;101;20181029; 23:06:47.5910;-13.07241667;-77.9763;2.32E-07;1.366716;0.923408;13.975755;1.175455;57.950615;6.111293;43.72936;-64.937836;72.331028;65.711495;1.574491;120
63; VIN;0.429152;28.674974;142;20181029; 23:06:51.5900;-13.07233333;-77.97613333;1.37E-07;2.066957;4.092606;31.59753;0.722125;107.881941;8.907235;103.978783;-67.247068;72.94229;91.26949;1.744616;120
63; VIN;0.711728;20.36162;157;20181029; 23:06:54.5910;-13.07226667;-77.976;1.93E-07;1.113084;0.377179;21.092769;1.356787;56.875718;11.986541;21.475835;-65.145479;62.948987;114.473593;5.146166;120
63; VIN;0.585443;36.137542;452;20181029; 23:06:59.6010;-13.07217257;-77.97582096;1.39E-07;0.007759;0.135842;73.560913;1.42932;247.332702;33.833695;143.881115;-66.442346;61.071072;420.568337;13.294471;120
63; VIN;0.316036;37.165628;122;20181029; 23:07:20.6010;-13.07168333;-77.9749;1.75E-07;1.710133;2.46093;36.818275;0.794658;109.909468;7.94953;120.925781;-66.530589;78.591292;117.031746;1.616206;120
63; VIN;0.337278;39.532716;93;20181029; 23:07:22.5920;-13.07163333;-77.97481667;1.10E-07;0.732361;-0.613963;25.197319;0.649592;92.661544;5.353591;127.627428;-67.375536;59.900864;65.471948;1.103119;120
63; VIN;0.695862;35.561568;307;20181029; 23:07:29.5900;-13.0715;-77.97456667;2.45E-07;1.58722;3.889269;42.30709;2.045849;156.447013;25.04066;77.781966;-65.176347;80.593645;346.215635;9.923001;120
63; VIN;0.42613;32.826686;94;20181029; 23:07:28.5910;-13.0715;-77.97456667;1.94E-07;1.298315;2.540429;21.408679;0.703992;44.224777;5.913483;26.319529;-65.440208;68.022641;60.286154;1.789342;120
