"Region_class","Date_S","DN","barco","Sv_mean_38kHz","NASC_38kHz","Sv_max_38kHz","Sv_min_38kHz","Sv_noise_38kHz","NASC_noise_38kHz","Height_mean","Depth_mean","Dist_M","Date_M","Lat_M","Lon_M","EV_filename","Uncorrected_length","Uncorrected_thickness","Uncorrected_perimeter","Uncorrected_area","Standard_deviation_38kHz","Skewness_38kHz","Kurtosis_38kHz","Attack_angle","Corrected_length","Corrected_thickness","Corrected_perimeter","Corrected_area","Image_compactness_38kHz","Corrected_mean_amplitude","Corrected_MVBS_38kHz","Coefficient_of_variation_38kHz","Horizontal_roughness_coefficient","Vertical_roughness_coefficient","X3D_school_area","X3D_school_volume","ABC","ABC_noise","Area_Backscatter_Strength","Thickness_mean","Sv_mean_70kHz","NASC_70kHz","Sv_max_70kHz","Sv_min_70kHz","Sv_noise_70kHz","NASC_noise_70kHz","Standard_deviation_70kHz","Skewness_70kHz","Kurtosis_70kHz","Image_compactness_70kHz","Corrected_MVBS_70kHz","Coefficient_of_variation_70kHz","Sv_mean_120kHz","NASC_120kHz","Sv_max_120kHz","Sv_min_120kHz","Sv_noise_120kHz","NASC_noise_120kHz","Standard_deviation_120kHz","Skewness_120kHz","Kurtosis_120kHz","Image_compactness_120kHz","Corrected_MVBS_120kHz","Coefficient_of_variation_120kHz","Sv_mean_200kHz","NASC_200kHz","Sv_max_200kHz","Sv_min_200kHz","Sv_noise_200kHz","NASC_noise_200kHz","Standard_deviation_200kHz","Skewness_200kHz","Kurtosis_200kHz","Image_compactness_200kHz","Corrected_MVBS_200kHz","Coefficient_of_variation_200kHz","ddB70","ddB120","ddB200","mes","VI","DC"
" Unclassified regions",20200303,2,"flores",-58.46387,12.899142,-50.188274,-67.948182,-969.629637,0,0.210114,29.256008,8.000133,20200303,-9.01253988,-79.33246636," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",73.270539,0.894611,209.317971,15.195082,1.71878285e-06,2.459334,6.97662,4.483234,70.98017,0.510611,203.969232,8.40169,394.051332,8.245244587e-07,-60.837965,208.457473,5.38304055e-06,1.1053089e-07,144.97305,0.912672,2.9927401e-07,0,-65.2393100028,0.210114,-62.114174,5.565836,-57.105612,-67.938711,-969.197614,0,4.7138065e-07,0.593276,-0.29305,396.36314,-64.509293,133.137716,-61.402788,6.556454,-56.656254,-67.851393,-967.223508,0,4.5869641e-07,0.864176,0.059437,395.991151,-63.794174,109.886096,-64.986177,2.872964,-59.157244,-67.94444,-967.305462,0,2.8380853e-07,0.805551,0.444694,399.142028,-67.419741,156.674937,3.650304,2.938918,6.522307,3,"Summer",36.7201383767548
" Unclassified regions",20200303,2,"flores",-55.786161,209.696679,-40.877106,-67.962142,-981.612722,0,1.843809,8.335567,8.082193,20200303,-9.01319431,-79.3336683," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",32.66739,3.472304,396.096403,62.488997,7.04267988e-06,7.21908,66.244499,5.68043,31.840306,3.088304,393.674235,54.171224,227.664581,2.375819345e-06,-56.241866,296.431625,4.149401667e-05,3.6045206e-07,393.330191,36.040256,4.86518901e-06,0,-53.1290028263,1.843809,-55.588721,219.449975,-41.937583,-67.92102,-981.154488,0,7.16199272e-06,5.947411,39.080192,227.797841,-56.043241,287.977093,-51.844413,519.71638,-41.509921,-67.947173,-980.10082,0,9.67219155e-06,2.909898,10.976643,228.573995,-52.292333,163.967655,-52.738092,423.056579,-44.344393,-67.995013,-980.054988,0,6.89389683e-06,2.028149,4.068166,228.025555,-53.190624,143.723285,-0.19744,-3.941748,-3.048069,3,"Summer",36.8010641546038
" Unclassified regions",20200303,2,"flores",-57.679267,29.21788,-49.964016,-67.992439,-966.586901,0,0.397268,40.094846,8.093784,20200303,-9.01326804,-79.3338451," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",70.068173,0.985588,398.542008,27.482058,1.67814657e-06,1.981307,5.238444,4.89817,66.638408,0.601588,390.914478,15.953536,762.248673,1.061532667e-06,-59.740666,158.087134,3.16220105e-06,5.882628e-08,160.3556,1.785839,6.7788632e-07,0,-61.6884313199,0.397268,-63.530434,7.595074,-54.492425,-67.820194,-966.450731,0,5.0568706e-07,2.712306,11.395116,753.695649,-65.639426,185.278257,-61.427167,12.327037,-56.084338,-67.95953,-963.486937,0,5.072335e-07,1.255158,1.075804,756.970706,-63.514666,113.939547,-63.733326,7.248411,-57.348629,-67.927222,-962.226976,0,3.4107681e-07,1.082528,1.149726,752.952413,-65.848353,131.125604,5.851167,3.74789999999999,6.054059,3,"Summer",36.8124367248673
" Unclassified regions",20200303,2,"flores",-58.632405,23.818543,-49.634091,-67.972144,-970.002652,0,0.403333,28.525451,8.195763,20200303,-9.0140816,-79.335336," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",88.320781,1.000751,419.012071,35.092587,1.64477488e-06,2.736079,9.676547,4.383828,86.13717,0.616751,413.876848,21.09245,646.257179,8.546456239e-07,-60.682139,192.451097,4.94341549e-06,8.63712e-08,212.50088,2.678272,5.5261588e-07,0,-62.5757663782,0.403333,-61.332554,12.790877,-55.358602,-67.991303,-969.184859,0,6.0595277e-07,1.265583,1.469067,645.355602,-63.394973,132.414673,-60.718223,14.734432,-55.114684,-67.899831,-967.523999,0,6.0475029e-07,1.15739,0.961376,645.488021,-62.778622,114.666949,-64.813428,5.738693,-58.700721,-67.996711,-967.702964,0,3.1542822e-07,0.907581,0.315421,643.700288,-66.912698,154.942429,2.700149,2.085818,6.181023,3,"Summer",36.9128626396684
" Unclassified regions",20200303,2,"flores",-54.780993,153.53348,-45.070207,-67.945011,-981.756857,0,1.071052,7.960757,8.284423,20200303,-9.01476667,-79.33665," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",38.913832,2.077317,202.947988,41.902971,4.98592679e-06,2.871331,9.354223,6.084576,38.067637,1.693317,200.487598,33.41429,95.726663,2.741215914e-06,-55.620568,181.887416,2.062271919e-05,3.2772948e-07,257.842355,21.569271,3.56214226e-06,0,-54.4828874045,1.071052,-54.577803,160.88744,-43.995672,-67.902998,-981.845825,0,5.81507815e-06,2.814395,9.308336,95.743023,-55.416342,202.390345,-49.456166,523.221793,-39.586356,-67.95003,-980.594984,0,1.997579412e-05,2.876278,8.876948,95.866392,-50.287326,213.420769,-52.251287,274.899392,-44.02617,-67.777067,-980.710513,0,8.35135949e-06,2.174501,4.11847,95.748361,-53.089491,170.100789,-0.203189999999999,-5.324827,-2.529706,3,"Summer",37.0006203545799
" Unclassified regions",20200303,2,"flores",-59.11813,17.271895,-54.037303,-67.982632,-969.335312,0,0.327085,29.52548,8.379837,20200303,-9.01552123,-79.33804649," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",49.914469,0.864285,144.731237,15.796897,8.8886883e-07,0.796265,-0.15215,4.189405,47.754636,0.480285,139.643571,8.398525,184.768948,6.928504507e-07,-61.593605,128.291585,1.17530367e-06,4.494945e-08,91.743399,1.30314,4.0072659e-07,0,-63.9715184303,0.327085,-61.223531,10.636529,-55.820882,-67.846754,-969.058308,0,5.9138855e-07,0.639191,-0.23499,185.609476,-63.713476,139.065845,-61.028217,11.125801,-54.276361,-67.886426,-967.144802,0,7.2934821e-07,2.056058,4.088956,185.638482,-63.518692,163.985009,-63.617921,6.128595,-57.159106,-67.975262,-966.430063,0,3.707734e-07,1.278632,2.125435,187.028767,-66.138083,152.376105,2.105401,1.910087,4.499791,3,"Summer",37.0945141305934
" Unclassified regions",20200303,2,"flores",-58.956758,34.763282,-51.037005,-67.983359,-968.449844,0,0.634315,33.871281,8.404293,20200303,-9.01573941,-79.33839245," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",64.487203,1.62243,454.661438,40.966665,1.33913208e-06,1.646065,2.922665,4.259186,61.96816,1.23843,448.855351,30.04908,533.545872,9.866027971e-07,-60.058577,135.731632,2.92932528e-06,7.680109e-08,306.972986,5.612296,8.0654563e-07,0,-60.9337105705,0.634315,-62.084523,16.917814,-55.453906,-67.987751,-967.617235,0,5.2006815e-07,1.213861,1.568573,529.524857,-63.20818,108.862485,-61.536281,19.194133,-53.902886,-67.962017,-965.712596,0,6.0855786e-07,2.04484,6.324714,530.020673,-62.656928,112.200457,-64.083514,10.676901,-56.809269,-67.978146,-965.034134,0,3.7623027e-07,1.460631,2.743774,525.869432,-65.234777,125.583165,3.127765,2.579523,5.12675599999999,3,"Summer",37.1185134831892
" Unclassified regions",20200303,2,"flores",-57.740815,47.154079,-47.389242,-67.99372,-969.676785,0,0.650293,29.746667,8.456557,20200303,-9.01620428,-79.33912524," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",219.575938,3.805888,1495.741655,142.271869,2.04502997e-06,2.746985,11.729186,4.784452,217.090515,3.421888,1490.002808,126.469245,1396.945249,1.523318427e-06,-58.172093,134.248358,6.09994253e-06,1.062685e-07,2971.437628,27.814172,1.09402546e-06,0,-59.6097256989,0.650293,-61.270317,20.920357,-53.306836,-67.977525,-969.146804,0,7.0446265e-07,1.412372,2.611692,1394.357355,-61.710687,104.454397,-60.957552,22.482551,-52.931685,-67.994431,-967.28481,0,7.1090274e-07,2.145245,6.805433,1394.416512,-61.397695,98.07982,-64.909018,9.051049,-57.562866,-67.998913,-967.136063,0,3.1949042e-07,1.308589,2.286224,1390.311524,-65.370526,110.029827,3.529502,3.216737,7.16820300000001,3,"Summer",37.1694133545037
" Unclassified regions",20200303,2,"flores",-56.453561,71.406327,-48.067711,-67.955405,-968.822795,0,0.732151,31.310626,8.550257,20200303,-9.01691667,-79.34051667," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",73.610713,1.834711,646.180132,55.32624,2.59003127e-06,2.790299,9.745592,5.425549,70.643577,1.450711,639.47786,41.983249,775.113174,1.819361661e-06,-57.40081,142.359341,6.72450146e-06,9.67634e-08,409.933626,8.107824,1.65670376e-06,0,-57.8075514182,0.732151,-61.089128,24.557261,-54.313136,-67.936721,-968.479625,0,7.2045188e-07,1.262076,1.229832,767.457976,-62.059076,115.747746,-60.156244,30.441666,-52.825418,-67.981661,-966.452868,0,8.3676725e-07,2.028579,5.174587,768.67716,-61.122166,108.348082,-64.044566,12.434725,-53.359019,-67.968916,-966.14051,0,4.6789704e-07,3.56719,23.116571,760.120293,-65.045601,149.523833,4.635567,3.702683,7.591005,3,"Summer",37.2620391206757
" Unclassified regions",20200303,2,"flores",-57.195172,55.086104,-48.124947,-67.980352,-970.099828,0,0.669989,28.07612,8.593475,20200303,-9.01725914,-79.3411516," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",154.659748,3.184209,1202.561879,101.970406,2.00379619e-06,2.16774,7.172172,5.047426,152.184804,2.800209,1196.843991,88.238277,1291.838437,1.69265864e-06,-57.714306,118.381589,4.50465357e-06,1.1490592e-07,1704.597031,16.322682,1.27805699e-06,0,-58.9344977955,0.669989,-61.314838,21.334155,-53.415762,-67.993462,-969.68136,0,7.7302455e-07,1.949873,4.735804,1287.479736,-61.846517,118.26193,-60.938821,23.263611,-53.019861,-67.970679,-967.8543,0,7.2047525e-07,2.077211,5.414086,1287.643924,-61.469974,101.068645,-64.431611,10.40874,-57.230401,-67.974482,-967.676813,0,3.514714e-07,1.27608,1.749697,1282.500139,-64.983623,110.726687,4.119666,3.743649,7.236439,3,"Summer",37.3047174439333
" Unclassified regions",20200303,2,"flores",-56.624348,84.952713,-45.408759,-67.995288,-968.839404,0,0.905983,32.094982,8.654958,20200303,-9.01771806,-79.34206944," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",112.486489,2.971928,1075.702998,98.948395,2.70643776e-06,3.773768,25.460509,5.323721,109.50219,2.587928,1068.966399,83.877429,1084.109455,1.918564599e-06,-57.170236,141.065761,7.5211943e-06,1.5497318e-07,1133.535308,20.894438,1.97099452e-06,0,-57.0531458288,0.905983,-60.945048,31.412838,-52.271433,-67.970531,-968.360956,0,8.4687515e-07,1.869435,4.735506,1077.088037,-61.507406,119.828461,-59.752245,41.341622,-50.400246,-67.918936,-966.329333,0,1.10725894e-06,3.066171,13.607098,1078.721774,-60.31043,118.930211,-64.166741,14.960218,-55.50879,-67.998169,-965.990839,0,4.223265e-07,1.954663,5.117831,1069.173848,-64.755299,126.234548,4.3207,3.127897,7.542393,3,"Summer",37.365557677283
" Unclassified regions",20200303,2,"flores",-57.72677,38.522069,-49.211403,-67.820724,-970.185898,0,0.529535,27.709849,8.68474,20200303,-9.01796667,-79.3425," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",88.371931,1.804385,579.429417,47.611013,1.91955483e-06,2.068358,4.926297,4.824385,86.037343,1.420385,573.992242,36.488579,718.530545,1.345493132e-06,-58.711185,142.665524,5.05450077e-06,1.0727935e-07,488.824641,5.815863,8.9375353e-07,0,-60.4878223001,0.529535,-61.315667,16.858538,-54.085804,-67.985485,-969.81559,0,7.0932303e-07,1.543812,3.068533,715.499939,-62.315877,120.901534,-60.719611,19.338623,-54.168075,-67.936801,-967.940268,0,6.7732372e-07,1.516694,2.390231,715.8267,-61.717942,100.598275,-64.97963,7.25143,-56.671103,-67.977711,-967.72062,0,3.3412546e-07,2.047395,5.655029,710.86648,-66.017142,133.543827,3.588897,2.992841,7.25286,3,"Summer",37.3948867267706
" Unclassified regions",20200303,2,"flores",-56.035599,68.294967,-46.551353,-67.967749,-970.826225,0,0.635999,25.395347,8.719604,20200303,-9.01827852,-79.34299198," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",63.962345,1.546616,383.79614,39.597309,2.79522489e-06,3.208158,15.128062,5.60096,61.477839,1.162616,378.059128,28.609724,397.553817,1.903619223e-06,-57.204199,146.837396,6.71679582e-06,1.3756643e-07,285.900429,6.532369,1.58451686e-06,0,-58.0010313416,0.635999,-62.19264,16.545676,-55.669194,-67.925089,-970.805985,0,5.6236319e-07,1.199353,1.15336,394.395861,-63.392578,122.821588,-59.794598,28.740133,-52.101939,-67.85869,-968.991992,0,1.04466807e-06,2.224287,5.994825,395.644763,-60.980676,130.932036,-63.436086,12.426245,-56.829552,-67.986897,-968.56736,0,4.0437281e-07,1.145817,1.288941,393.350702,-64.650411,117.983985,6.157041,3.758999,7.40048700000001,3,"Summer",37.4290575148756
" Unclassified regions",20200303,2,"flores",-55.870902,118.196002,-46.710493,-67.983903,-969.590561,0,1.059745,29.155101,8.786462,20200303,-9.01888333,-79.34391667," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",223.971916,3.684585,2126.944549,239.082184,2.94108076e-06,2.367498,7.027947,5.622141,221.108778,3.300585,2120.450273,211.427742,1692.327255,2.335861625e-06,-56.315529,125.909888,6.76824686e-06,1.4867562e-07,2919.153005,70.329298,2.74227468e-06,0,-55.6188904645,1.059745,-60.314816,42.482631,-50.593799,-67.975252,-969.192392,0,1.08275691e-06,2.631529,9.704983,1687.537,-60.768934,129.248168,-60.027413,45.389113,-50.628358,-67.981172,-967.455752,0,9.7990209e-07,2.322917,8.87487,1687.502777,-60.481606,109.482135,-63.49986,20.403608,-53.258893,-67.997991,-967.02344,0,4.8589109e-07,2.2957,9.206771,1682.2575,-63.967389,121.137296,4.443914,4.156511,7.628958,3,"Summer",37.4937272124107
" Unclassified regions",20200303,2,"flores",-54.877476,72.201968,-44.426214,-67.271428,-969.2037,0,0.514997,31.060746,8.863627,20200303,-9.01951667,-79.34503333," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",100.781787,1.076566,495.82009,51.442029,4.78305626e-06,3.209101,13.34713,6.064528,97.491059,0.692566,488.470634,32.012627,593.124338,2.123186501e-06,-56.730119,225.277255,1.767490952e-05,2.2981488e-07,270.075933,5.987472,1.67516351e-06,0,-57.7594279663,0.514997,-61.192955,16.865573,-53.130885,-67.970877,-968.730149,0,8.0928836e-07,1.939207,4.290999,591.147527,-63.069492,164.078794,-60.344282,20.505408,-52.849768,-67.944931,-966.964379,0,9.4529914e-07,1.755206,3.161254,591.362223,-62.217801,157.524949,-63.470775,9.982034,-54.140604,-67.998478,-966.685055,0,6.0508547e-07,2.636814,8.983505,590.034862,-65.36613,208.175529,6.315479,5.466806,8.593299,3,"Summer",37.5695270563087
" Unclassified regions",20200303,2,"flores",-54.628919,118.491971,-45.019676,-67.962234,-968.464293,0,0.798158,32.692781,8.907431,20200303,-9.01988664,-79.34565662," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",125.494012,2.577693,842.083747,100.029261,4.08305835e-06,2.386672,7.636214,6.155237,121.978473,2.193693,834.284669,82.743123,669.401614,2.969984728e-06,-55.272458,137.477419,1.054000972e-05,1.9347168e-07,1070.333289,28.130793,2.74914147e-06,0,-55.6080291054,0.798158,-60.150364,33.231074,-51.455877,-67.930209,-968.00647,0,1.04101854e-06,2.239921,6.726039,666.154668,-60.811118,125.478773,-59.454156,39.009039,-49.666286,-67.982281,-965.970356,0,1.24520305e-06,2.951571,12.169683,666.396262,-60.11348,127.816874,-64.020111,13.632317,-55.984396,-67.993242,-965.612089,0,4.0053601e-07,1.536656,2.934193,662.591831,-64.707678,118.415709,5.521445,4.82523699999999,9.391192,3,"Summer",37.6122275434535
" Unclassified regions",20200303,2,"flores",-58.667344,30.835283,-52.37417,-67.936454,-970.795219,0,0.526369,24.851931,8.924761,20200303,-9.02001667,-79.34591667," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",24.288842,0.818797,108.370121,12.928599,1.08163592e-06,1.359871,1.787258,4.516626,22.32875,0.434797,103.681935,6.311305,135.543022,7.411550153e-07,-61.300909,145.93923,1.75072136e-06,6.125375e-08,38.833857,1.237573,7.1541182e-07,0,-61.4544388909,0.526369,-61.335093,16.682956,-52.931797,-67.833086,-970.856042,0,8.5093325e-07,2.606938,8.875659,135.051843,-63.994786,213.488305,-59.519361,25.342312,-53.970286,-67.541081,-968.993968,0,9.3869701e-07,1.577812,1.69195,135.336682,-62.163201,154.470483,-64.233341,8.559497,-58.299396,-67.988139,-969.370731,0,4.0196725e-07,1.113716,0.215798,134.383665,-66.948254,199.074682,2.667749,0.852017000000004,5.565997,3,"Summer",37.6294664126319
" Unclassified regions",20200303,2,"flores",-54.443086,164.113171,-46.055366,-67.982495,-969.483992,0,1.059157,29.509054,8.942918,20200303,-9.02016368,-79.34618391," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",94.237475,2.350249,631.692266,98.962913,4.11042592e-06,2.066715,4.759393,6.238267,91.021402,1.966249,624.492119,79.968142,388.085179,3.05294894e-06,-55.152805,134.637886,1.022872113e-05,2.2580384e-07,715.883143,35.351778,3.8076025e-06,0,-54.1934839633,1.059157,-59.533653,50.826095,-50.665862,-67.969887,-969.136366,0,1.36644979e-06,2.307702,6.333003,386.048849,-60.260275,145.084538,-59.41874,52.188881,-50.98201,-67.992766,-967.33635,0,1.00742565e-06,1.758876,4.463423,385.925155,-60.146511,104.199137,-62.935677,23.22118,-55.540871,-67.999941,-966.730582,0,4.9160227e-07,1.331706,1.890737,383.943077,-63.685194,114.850609,5.090567,4.975654,8.492591,3,"Summer",37.6474993584619
" Unclassified regions",20200303,2,"flores",-57.40008,43.803331,-46.294463,-67.813726,-984.94021,0,0.5585,5.901936,8.93055,20200303,-9.02006667,-79.346," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",41.832005,1.182706,196.417368,21.160357,3.30637003e-06,3.925195,18.685826,4.945494,41.322262,0.798706,194.629882,14.1159,213.550501,1.238018939e-06,-59.072727,267.069422,1.884277674e-05,1.757686e-07,132.017389,2.742153,1.0162845e-06,0,-59.9298469714,0.5585,-56.114978,58.886718,-46.738713,-67.83746,-984.989388,0,4.07722821e-06,2.510093,6.319877,213.605007,-57.784607,244.808061,-54.54316,84.566646,-44.029495,-67.869991,-983.670536,0,5.01824524e-06,3.201957,13.857873,213.63344,-56.211276,209.739122,-54.792841,79.841925,-48.29953,-67.955653,-983.70058,0,3.60472685e-06,1.332841,1.206812,213.592634,-56.463142,159.656471,-1.285102,-2.85692,-2.607239,3,"Summer",37.635188028494
" Unclassified regions",20200303,2,"flores",-57.177792,28.510595,-48.160105,-67.995118,-968.258,0,0.345377,33.528426,8.980985,20200303,-9.02048333,-79.34673333," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",64.655234,1.000751,286.763073,23.257862,2.08313925e-06,3.146442,14.372585,5.120038,61.657088,0.616751,279.998781,13.668884,456.424937,1.202184416e-06,-59.200289,173.279509,3.51625996e-06,1.4455725e-07,152.108381,1.573836,6.6147654e-07,0,-61.7948555156,0.345377,-63.104557,7.283327,-56.537425,-67.945076,-967.693132,0,3.9052032e-07,1.231709,1.963912,454.805326,-65.168722,128.385468,-62.085385,9.209731,-56.098728,-67.864412,-965.580891,0,3.8906474e-07,1.326013,2.220219,455.081802,-64.140429,100.940342,-64.501015,5.280609,-58.122512,-67.958646,-964.869942,0,3.3295684e-07,1.607929,2.516518,454.264245,-66.58958,151.825924,5.926765,4.90759300000001,7.323223,3,"Summer",37.684986666676
" Unclassified regions",20200303,2,"flores",-55.622151,81.259771,-48.113188,-67.730908,-969.412988,0,0.688017,29.421352,9.012222,20200303,-9.02076623,-79.34716579," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",55.655919,1.182706,228.701388,39.191508,2.64687996e-06,1.717841,3.436993,5.801344,52.674384,0.798706,221.970319,25.048993,156.527152,1.888246501e-06,-57.239413,140.176611,6.06290946e-06,1.0650115e-07,168.28543,8.455023,1.88531429e-06,0,-57.246162406,0.688017,-60.651627,25.522785,-53.07681,-67.946046,-969.121681,0,8.5028283e-07,1.886095,4.552452,156.363278,-62.295166,144.238102,-60.102109,28.965424,-53.299917,-67.999252,-967.455004,0,9.1198877e-07,1.712828,2.854287,156.371241,-61.744027,136.267466,-64.223752,11.212839,-55.486432,-67.996356,-966.918692,0,3.7139275e-07,2.059882,8.052718,156.231365,-65.909298,144.79823,5.029476,4.479958,8.601601,3,"Summer",37.7152367506308
" Unclassified regions",20200303,2,"flores",-55.176902,78.299312,-47.595166,-67.905901,-969.049522,0,0.598351,30.657847,9.034599,20200303,-9.02096602,-79.34748204," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",46.161469,1.015914,263.09942,27.926444,3.47396857e-06,1.904577,3.467632,6.012526,42.941329,0.631914,255.89114,16.15893,322.469041,1.934458507e-06,-57.134406,179.583514,9.90553468e-06,1.550883e-07,108.540959,2.362157,1.81662844e-06,0,-57.407338899,0.598351,-60.662162,22.142769,-53.577617,-67.978425,-968.499535,0,8.8034944e-07,1.64645,2.464579,319.173465,-62.652419,162.142565,-59.71823,27.518525,-53.012762,-67.816978,-966.643048,0,8.5884525e-07,1.619961,2.982985,319.59328,-61.703778,127.143087,-63.973475,10.330006,-57.003673,-67.991858,-966.599034,0,4.3935967e-07,1.630411,2.710659,316.225019,-66.00711,175.198811,5.48526,4.541328,8.796573,3,"Summer",37.7371902858368
" Unclassified regions",20200303,2,"flores",-56.731654,35.509836,-50.880681,-67.975211,-968.658652,0,0.38817,32.274067,9.053206,20200303,-9.02111667,-79.34775," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",88.741374,0.849122,254.638768,34.79134,1.85112204e-06,1.18875,1.084829,5.290883,85.75896,0.465122,247.90594,18.417109,265.547693,1.179964936e-06,-59.281309,156.879411,3.43586569e-06,8.949197e-08,159.553653,3.078152,8.2386648e-07,0,-60.8414316637,0.38817,-60.556455,14.71867,-53.140834,-67.98229,-967.928894,0,7.9334963e-07,1.636923,3.555553,266.812567,-63.12256,162.824827,-59.831915,17.390919,-53.236983,-67.877446,-966.314068,0,8.5785537e-07,1.524553,3.127275,266.658906,-62.395871,148.93652,-64.770309,5.57806,-58.769465,-67.996516,-965.82175,0,3.0279787e-07,0.954727,0.546875,269.028816,-67.379867,165.630198,3.824801,3.100261,8.038655,3,"Summer",37.7553495404137
" Unclassified regions",20200303,2,"flores",-55.408478,117.729409,-47.503261,-67.941564,-968.377532,0,0.948945,33.068811,9.136257,20200303,-9.0218,-79.34895," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",87.43656,2.168295,720.852974,81.594514,2.97383209e-06,1.817896,3.894775,5.861034,84.050854,1.784295,713.313563,64.544361,627.325286,2.40753125e-06,-56.184281,123.522056,5.44678569e-06,1.656711e-07,599.885975,18.839166,2.73144921e-06,0,-55.636068712,0.948945,-60.477264,36.644298,-52.268495,-67.924935,-967.914101,0,1.01885994e-06,2.21367,5.772712,621.945854,-61.274078,136.622511,-60.001733,40.884579,-52.429979,-67.988908,-965.818157,0,8.791281e-07,2.094622,5.655294,622.14192,-60.797684,105.6381,-62.98511,20.569408,-54.783494,-67.998492,-965.420571,0,5.6942036e-07,1.808529,3.783837,617.816488,-63.803061,136.690735,5.068786,4.593255,7.576632,3,"Summer",37.8368790978027
" Unclassified regions",20200303,2,"flores",-54.414255,194.438111,-45.092376,-67.994395,-968.990869,0,1.246565,31.090904,9.188292,20200303,-9.02223333,-79.3497," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",183.885418,4.958268,1639.460552,235.413311,4.24029306e-06,2.153605,5.648296,6.223904,180.504762,4.574268,1631.931241,213.188611,994.099486,3.37173721e-06,-54.721463,125.759892,8.53487846e-06,1.7594886e-07,3302.708851,79.785992,4.51117379e-06,0,-53.457104417,1.246565,-60.454446,48.390747,-50.813216,-67.99529,-968.550316,0,1.0027383e-06,2.518786,9.369195,989.477676,-60.776223,119.897445,-60.356092,49.499141,-50.086354,-67.979647,-966.799607,0,9.348955e-07,2.98019,15.180476,989.289413,-60.678546,109.299372,-63.689223,22.976536,-54.728733,-67.99687,-966.325843,0,4.8284281e-07,2.305618,7.793364,985.541035,-64.027745,122.061946,6.040191,5.941837,9.274968,3,"Summer",37.8879846803758
" Unclassified regions",20200303,2,"flores",-58.386828,21.737369,-49.138845,-67.937351,-970.604466,0,0.347855,26.11689,9.187444,20200303,-9.02222696,-79.34968725," C:/Taller 2021/Flores/Transecto 37_v2/Transecto 37_v2.ev",59.410479,0.849122,253.99592,20.644053,1.77810847e-06,3.601686,17.103086,4.529504,57.344739,0.465122,249.09644,10.914967,452.379309,8.063039216e-07,-60.935012,220.525837,4.67516234e-06,6.630341e-08,106.68929,1.125073,5.043304e-07,0,-62.9728485091,0.347855,-62.565862,8.304312,-56.993532,-67.848214,-970.340621,0,4.281354e-07,0.72753,0.111249,451.734601,-65.140772,139.848682,-60.45153,13.512535,-53.627409,-67.925018,-968.512091,0,7.922285e-07,2.14767,5.759082,452.04466,-63.012144,158.512984,-64.686767,5.095808,-59.223435,-67.978634,-968.45255,0,2.8970986e-07,0.780505,0.146696,451.30301,-67.293088,155.335994,4.179034,2.064702,6.299939,3,"Summer",37.8871395577386
