"Region_class","Date_S","DN","barco","Sv_mean_38kHz","NASC_38kHz","Sv_max_38kHz","Sv_min_38kHz","Sv_noise_38kHz","NASC_noise_38kHz","Height_mean","Depth_mean","Dist_M","Date_M","Lat_M","Lon_M","EV_filename","Uncorrected_length","Uncorrected_thickness","Uncorrected_perimeter","Uncorrected_area","Standard_deviation_38kHz","Skewness_38kHz","Kurtosis_38kHz","Attack_angle","Corrected_length","Corrected_thickness","Corrected_perimeter","Corrected_area","Image_compactness_38kHz","Corrected_mean_amplitude","Corrected_MVBS_38kHz","Coefficient_of_variation_38kHz","Horizontal_roughness_coefficient","Vertical_roughness_coefficient","X3D_school_area","X3D_school_volume","ABC","ABC_noise","Area_Backscatter_Strength","Thickness_mean","Sv_mean_70kHz","NASC_70kHz","Sv_max_70kHz","Sv_min_70kHz","Sv_noise_70kHz","NASC_noise_70kHz","Standard_deviation_70kHz","Skewness_70kHz","Kurtosis_70kHz","Image_compactness_70kHz","Corrected_MVBS_70kHz","Coefficient_of_variation_70kHz","Sv_mean_120kHz","NASC_120kHz","Sv_max_120kHz","Sv_min_120kHz","Sv_noise_120kHz","NASC_noise_120kHz","Standard_deviation_120kHz","Skewness_120kHz","Kurtosis_120kHz","Image_compactness_120kHz","Corrected_MVBS_120kHz","Coefficient_of_variation_120kHz","Sv_mean_200kHz","NASC_200kHz","Sv_max_200kHz","Sv_min_200kHz","Sv_noise_200kHz","NASC_noise_200kHz","Standard_deviation_200kHz","Skewness_200kHz","Kurtosis_200kHz","Image_compactness_200kHz","Corrected_MVBS_200kHz","Coefficient_of_variation_200kHz","ddB70","ddB120","ddB200","mes","VI","DC"
" Unclassified regions",20200324,2,"flores",-51.371386,142.293054,-44.313434,-67.988914,-974.508454,0,0.452721,16.964818,15.785714,20200324,-16.71207993,-72.58248163," C:/Taller 2021/Flores/Transecto 100 Caleta Quilca_v2/Transecto 100 Caleta Quilca_v2.ev",23.926151,1.04624,73.568067,11.321563,7.71084716e-06,1.724301,3.096706,7.440987,21.719833,0.66224,68.38743,6.505402,57.209555,4.752204674e-06,-53.231049,162.258313,2.202938998e-05,4.2257948e-07,57.534976,1.757864,3.30135226e-06,0,-54.8130813268,0.452721,-57.233581,36.894727,-49.744831,-67.944272,-974.572017,0,2.38307899e-06,1.62222,2.073291,57.683956,-59.120321,194.612417,-56.974972,39.158423,-50.717753,-67.986568,-973.062699,0,2.02725911e-06,1.523954,1.59257,57.716749,-58.863636,156.053277,-59.95663,19.708764,-53.972842,-67.990705,-972.982978,0,9.4625989e-07,1.198085,0.907955,58.090537,-61.868381,145.495154,5.862195,5.603586,8.585244,3,"Summer",2.4253437500083
" Unclassified regions",20200324,2,"flores",-50.357859,132.406986,-43.110299,-67.900642,-975.501549,0,0.333584,15.249212,15.800737,20200324,-16.71186536,-72.58234935," C:/Taller 2021/Flores/Transecto 100 Caleta Quilca_v2/Transecto 100 Caleta Quilca_v2.ev",43.604638,1.04624,134.786358,13.754608,1.077509999e-05,1.729126,2.690387,7.713224,41.548666,0.66224,129.906414,8.29577,161.880525,5.93817107e-06,-52.263473,181.45486,2.546217762e-05,4.7698895e-07,110.060771,1.285367,3.07198482e-06,0,-55.1258093501,0.333584,-54.570765,50.190356,-43.815745,-67.716079,-975.290245,0,8.2360276e-06,3.372373,10.477723,162.29063,-56.486423,366.741568,-55.715299,38.562648,-46.243102,-67.959832,-974.234193,0,4.28981954e-06,2.869189,8.444705,162.515257,-57.636762,248.951753,-60.705856,12.221126,-51.659941,-67.991904,-974.543669,0,1.3420672e-06,2.523973,5.989632,163.288955,-62.649951,247.041184,4.212906,5.35744,10.347997,3,"Summer",2.41159827275153
" Unclassified regions",20200324,2,"flores",-54.168417,65.824587,-44.492736,-67.976809,-985.863701,0,0.398784,5.574239,15.797884,20200324,-16.7119,-72.58238333," C:/Taller 2021/Flores/Transecto 100 Caleta Quilca_v2/Transecto 100 Caleta Quilca_v2.ev",33.693229,1.061403,90.169525,13.77555,7.19729756e-06,2.514342,6.170329,6.319395,33.077799,0.677403,88.170664,8.631171,71.675157,2.468275855e-06,-56.076063,291.592106,2.016678822e-05,3.2809499e-07,89.628,2.006523,1.52720138e-06,0,-58.1610369105,0.398784,-53.443352,77.784783,-43.871585,-67.868545,-985.277362,0,1.010406405e-05,2.769159,6.401182,71.633059,-55.349176,346.269064,-54.489839,61.128807,-49.255734,-67.834533,-984.047209,0,3.41526835e-06,1.170148,0.186701,71.709472,-56.399002,149.047612,-55.928008,43.896412,-49.985948,-67.781102,-984.365,0,2.32988929e-06,1.009865,0.229489,71.809654,-57.84178,141.746822,-0.725065000000001,0.321422000000005,1.759591,3,"Summer",2.41390924928673
" Unclassified regions",20200324,2,"flores",-49.748578,275.266556,-42.651407,-67.601792,-974.731838,0,0.602725,16.215243,15.843319,20200324,-16.71127011,-72.58196839," C:/Taller 2021/Flores/Transecto 100 Caleta Quilca_v2/Transecto 100 Caleta Quilca_v2.ev",22.97723,0.9401,55.37773,14.253228,1.043551499e-05,1.430227,1.97804,7.979384,20.715333,0.5561,50.085935,7.601271,26.262464,6.462027538e-06,-51.896312,161.489794,1.770753618e-05,4.9232882e-07,46.07917,2.580196,6.38648087e-06,0,-51.9473838442,0.602725,-54.275561,97.063312,-44.420002,-67.674249,-974.902682,0,6.78383979e-06,2.697013,7.069434,26.611686,-56.44099,298.933527,-54.126359,100.455865,-47.263483,-67.14741,-973.542545,0,4.25580647e-06,1.807163,2.906695,26.675561,-56.295077,181.338302,-57.203377,49.462215,-50.106081,-67.992499,-973.511016,0,2.50249092e-06,1.594201,1.412344,27.053792,-59.392264,217.569937,4.526983,4.377781,7.454799,3,"Summer",2.37344562603351
" Unclassified regions",20200324,2,"flores",-49.895947,376.197348,-41.773095,-67.957555,-977.757036,0,0.852155,12.170251,15.86528,20200324,-16.71095,-72.58178333," C:/Taller 2021/Flores/Transecto 100 Caleta Quilca_v2/Transecto 100 Caleta Quilca_v2.ev",16.666941,1.258521,90.966737,14.793878,1.498328416e-05,1.888768,3.157826,7.936788,14.978379,0.874521,86.821614,9.238484,64.929962,7.342400717e-06,-51.341619,204.065193,3.471155334e-05,5.6714162e-07,52.395611,2.347346,8.72818406e-06,0,-50.5907610416,0.852155,-50.891173,299.152848,-43.057749,-67.936493,-977.502285,0,1.228573912e-05,1.498807,0.930718,64.876529,-52.339141,210.530668,-50.894722,298.908484,-43.52972,-67.728721,-976.605899,0,1.187989674e-05,1.427248,0.589442,64.766526,-52.347477,203.967206,-52.241369,219.216647,-42.822074,-67.668937,-976.514581,0,1.205086431e-05,2.417336,4.931642,64.509199,-53.70571,282.871482,0.995226000000002,0.998775000000002,2.345422,3,"Summer",2.35311345420412
" Unclassified regions",20200324,2,"flores",-51.923922,138.48281,-42.328955,-67.7558,-974.236321,0,0.500376,17.365986,15.905594,20200324,-16.7104,-72.5814," C:/Taller 2021/Flores/Transecto 100 Caleta Quilca_v2/Transecto 100 Caleta Quilca_v2.ev",72.449349,1.394987,255.875802,38.515966,7.12912598e-06,2.310378,7.226488,7.160946,70.276082,1.010987,250.761268,27.076295,184.808447,4.717929451e-06,-53.262486,151.107092,1.652672685e-05,4.5610753e-07,284.192767,6.59901,3.21295049e-06,0,-54.9309596721,0.500376,-56.677718,46.34642,-45.900103,-67.809011,-974.030819,0,3.45220453e-06,3.684753,16.394174,184.981967,-58.02668,219.161632,-57.962677,34.476275,-49.364046,-67.980022,-972.882238,0,1.63784026e-06,2.381246,7.131762,185.065776,-59.317022,139.950285,-59.980379,21.664574,-46.740011,-67.963283,-973.072898,0,2.43505236e-06,5.749704,37.182509,185.19263,-61.34352,331.787708,4.753796,6.038755,8.056457,3,"Summer",2.31783577192353
" Unclassified regions",20200324,2,"flores",-51.534964,142.852241,-42.303233,-67.088691,-975.759011,0,0.471945,14.744124,15.904963,20200324,-16.7104076,-72.5814076," C:/Taller 2021/Flores/Transecto 100 Caleta Quilca_v2/Transecto 100 Caleta Quilca_v2.ev",19.600207,0.970426,68.413087,8.885613,1.11550394e-05,2.669339,7.642145,7.39366,17.694926,0.586426,63.834525,4.847593,66.892161,4.374050094e-06,-53.591162,255.027701,2.220914347e-05,7.8898093e-07,41.50703,0.945557,3.31432599e-06,0,-54.7960477696,0.471945,-53.434678,92.239221,-44.096513,-67.88437,-975.563955,0,8.5558154e-06,2.567827,5.895473,66.952241,-55.497941,303.427872,-51.442617,145.922319,-43.856511,-67.923217,-974.55548,0,1.151789358e-05,1.650579,1.336674,66.914565,-53.501469,257.94078,-52.65477,110.384084,-42.359731,-67.62314,-975.134125,0,1.239799038e-05,3.127067,9.426607,67.012327,-54.724958,367.999376,1.899714,-0.0923470000000037,1.119806,3,"Summer",2.31833673539185
" Unclassified regions",20200324,2,"flores",-49.449293,356.111564,-43.972021,-66.518641,-974.88422,0,0.727819,16.162941,15.920163,20200324,-16.71025245,-72.58121912," C:/Taller 2021/Flores/Transecto 100 Caleta Quilca_v2/Transecto 100 Caleta Quilca_v2.ev",8.251825,0.894611,36.095375,5.946079,1.038561113e-05,1.029249,0.245187,8.418398,5.872742,0.510611,30.56921,2.415336,30.787965,7.054760016e-06,-51.515178,147.214237,2.195289561e-05,6.0960874e-07,11.994749,0.539627,8.26217221e-06,0,-50.8290575699,0.727819,-53.908343,127.550172,-46.172565,-66.952603,-974.378766,0,4.56561809e-06,2.388216,6.642872,30.34942,-56.053371,184.008008,-54.218757,118.751636,-46.668637,-67.98916,-973.56199,0,5.03765369e-06,1.623184,1.904523,30.219917,-56.387174,219.253107,-58.436825,44.960681,-52.838529,-67.990117,-973.228357,0,1.40392699e-06,1.42912,0.932768,29.765871,-60.690465,164.585279,4.45905,4.769464,8.987532,3,"Summer",2.30792048267773
" Unclassified regions",20200228,2,"flores",-56.488159,689.477562,-27.747388,-67.99993,-977.569765,0,7.125974,12.454304,2.244291,20200228,-7.85403333,-80.35746667," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",8313.395906,15.966534,147335.885568,59233.249446,6.32043095e-06,138.105892,30519.548162,5.333038,8312.235834,15.582534,147332.797423,57800.604979,29885.231322,2.191374001e-06,-56.592835,288.423197,3.801598574e-05,5.7914229e-07,518102.779998,237836.694126,1.599662275e-05,0,-47.959716972,7.125974,-57.907524,497.260138,-29.388516,-67.99979,-977.36132,0,5.94480123e-06,116.833023,18722.501251,29884.887529,-58.012292,376.1547,-57.723189,518.820574,-31.356764,-67.999972,-976.61722,0,4.82946493e-06,78.746405,9242.820546,29884.797114,-57.827981,292.884963,-61.7288,206.279489,-32.726511,-67.999992,-976.659545,0,2.63706159e-06,144.247368,26669.125033,29883.390274,-61.833999,402.272312,1.419365,1.23502999999999,5.240641,2,"Summer",52.0321914814206
" Unclassified regions",20200228,2,"flores",-57.739161,25.175766,-50.464007,-67.544168,-985.308449,0,0.347062,5.114608,0.090555,20200228,-7.87245423,-80.38785423," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",31.437887,0.864285,90.878919,11.454077,1.96837033e-06,1.880284,3.356783,4.790218,31.01003,0.480285,89.255206,6.278431,100.973207,9.427790783e-07,-60.255901,208.783837,5.28535935e-06,1.5085802e-07,59.574647,0.957064,5.8410492e-07,0,-62.3350913454,0.347062,-55.578657,41.403126,-47.134819,-67.810275,-985.369523,0,4.50599242e-06,2.308497,4.342033,100.852281,-58.09019,290.274884,-57.984676,23.792015,-50.426887,-67.981895,-984.791189,0,1.87538202e-06,2.068414,3.975492,101.003545,-60.502784,210.556269,-62.443962,8.521237,-55.020565,-67.983479,-985.55927,0,6.3793799e-07,2.238397,5.878198,101.304143,-64.9777,200.700519,-2.160504,0.245514999999997,4.704801,2,"Summer",54.1433903466002
" Unclassified regions",20200228,2,"flores",-57.424825,24.831952,-50.267048,-67.959718,-974.775932,0,0.318421,17.055336,0.357817,20200228,-7.86919859,-80.38486526," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",65.236667,0.849122,191.779171,21.094374,1.90635369e-06,1.68396,2.725652,4.956206,63.760424,0.465122,188.058685,11.293356,249.203365,1.00242747e-06,-59.98947,190.173728,3.67207078e-06,1.0353269e-07,118.625605,1.873656,5.7612805e-07,0,-62.3948098254,0.318421,-59.051652,17.073723,-52.032193,-67.966404,-974.320493,0,1.10778851e-06,1.404243,2.766385,249.503431,-61.621314,160.911944,-58.989902,17.318219,-51.145173,-67.862821,-973.053567,0,1.33162117e-06,2.63257,7.81599,249.57815,-61.560861,190.750966,-64.369248,5.018439,-56.450477,-67.977272,-973.722358,0,4.0602774e-07,2.081095,5.823942,251.073574,-66.974188,202.290056,1.626827,1.565077,6.944423,2,"Summer",53.8962686035136
" Unclassified regions",20200228,2,"flores",-58.342571,28.35386,-49.439239,-67.942584,-975.067596,0,0.449136,16.135585,0.505179,20200228,-7.86765741,-80.38297408," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",97.309951,1.319172,473.949451,45.900159,1.59968166e-06,2.447603,8.448261,4.498544,96.042424,0.935172,470.646397,32.115165,548.869948,1.04643447e-06,-59.80288,152.86974,4.00301863e-06,1.0356236e-07,359.264857,6.055258,6.5784012e-07,0,-61.8187964654,0.449136,-59.71293,20.681224,-51.215375,-67.881561,-974.928906,0,1.12634515e-06,2.316016,7.479911,548.680283,-61.176704,147.68686,-59.895908,19.827982,-51.681384,-67.993979,-973.639628,0,1.11859641e-06,2.817615,8.980532,548.59551,-61.361303,153.039573,-63.585435,8.478631,-56.703697,-67.997055,-973.890961,0,4.1443619e-07,1.486937,2.725946,547.878662,-65.067483,133.108554,1.370359,1.553337,5.242864,2,"Summer",53.7541206044298
" Unclassified regions",20200228,2,"flores",-59.250272,15.844446,-50.641939,-67.927063,-985.54652,0,0.309323,5.251901,0.531956,20200228,-7.86741667,-80.3826," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",65.945492,0.864285,219.270743,20.418915,1.47556961e-06,2.468979,7.33307,4.018778,65.576967,0.480285,217.765695,11.283428,334.447549,6.632258821e-07,-61.783385,222.483719,3.88380475e-06,7.519997e-08,125.982614,1.566801,3.6760824e-07,0,-64.3461476302,0.309323,-58.816216,17.50986,-50.309434,-67.93151,-985.289563,0,1.56085007e-06,2.091168,5.09093,334.418525,-61.348324,212.908779,-58.670212,18.108525,-52.185894,-67.813887,-984.550563,0,1.17211506e-06,1.389462,1.856367,334.432052,-61.202785,154.613992,-61.496495,9.446148,-53.083378,-67.915137,-985.671972,0,1.00610655e-06,2.170993,4.42065,334.598589,-64.035286,254.784273,-0.434056000000005,-0.580060000000003,2.246223,2,"Summer",53.7277522351269
" Unclassified regions",20200228,2,"flores",-56.772767,52.470918,-47.985208,-67.949128,-975.956495,0,0.579033,14.831624,0.647256,20200228,-7.8663858,-80.3809858," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",53.921441,2.304761,273.909739,31.155659,2.35889032e-06,2.418714,8.491398,5.255817,52.559962,1.920761,270.418781,25.309171,229.924856,1.773732888e-06,-57.511118,132.990166,3.80046024e-06,1.0477085e-07,403.820457,7.78747,1.21738187e-06,0,-59.1457316941,0.579033,-59.459123,28.267218,-52.257733,-67.960861,-975.640061,0,1.05971748e-06,1.29336,1.856478,229.615519,-60.206331,111.127932,-58.508569,35.183448,-51.048589,-67.958428,-974.52551,0,1.2667736e-06,2.182652,7.016711,229.683899,-59.253724,106.677159,-63.460395,11.250085,-56.651042,-67.993203,-974.869378,0,4.285976e-07,1.400603,2.036928,228.934708,-64.233082,113.594656,2.686356,1.735802,6.687628,2,"Summer",53.614187630518
" Unclassified regions",20200228,2,"flores",-56.936197,33.365764,-50.251865,-67.996506,-973.808466,0,0.382322,18.296294,0.789854,20200228,-7.86517575,-80.37894242," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",47.441097,0.833959,165.773692,18.629679,2.08737809e-06,1.598264,2.125579,5.20348,45.778324,0.449959,161.680145,9.699269,214.468992,1.10924724e-06,-59.549716,188.179697,2.65571949e-06,8.846283e-08,82.393567,1.439292,7.741217e-07,0,-61.1119075719,0.382322,-61.491247,11.689503,-52.503737,-67.976334,-973.698505,0,8.138395e-07,3.068426,12.43337,214.95122,-64.127028,210.494881,-59.867143,16.990511,-53.290499,-67.830099,-972.610347,0,9.3429791e-07,1.42995,1.91649,214.787798,-62.494904,165.949423,-63.390837,7.54809,-57.554805,-67.965035,-972.469896,0,3.9465716e-07,0.928188,0.54642,215.279974,-66.045491,158.770252,4.55505,2.930946,6.45464,2,"Summer",53.4730157352585
" Unclassified regions",20200228,2,"flores",-57.941701,49.727075,-47.657445,-67.986268,-980.900297,0,0.718243,8.676953,0.825985,20200228,-7.86489217,-80.37840984," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",64.927464,1.258521,278.470595,48.295026,2.10759941e-06,3.328664,16.064793,4.688098,64.217095,0.874521,276.281858,33.192071,183.003973,1.123905035e-06,-59.492704,187.524688,6.00873088e-06,1.1522488e-07,224.636717,11.169776,1.15372174e-06,0,-59.3789892354,0.718243,-60.112514,30.165577,-52.646759,-67.97135,-980.797217,0,9.5903938e-07,1.617653,3.411784,182.971955,-61.668519,140.827797,-59.37128,35.779563,-51.053315,-67.940213,-980.153215,0,1.19093354e-06,2.220301,6.222186,182.978354,-60.92624,147.404783,-62.389475,17.857289,-53.512475,-67.942498,-980.816846,0,7.1539529e-07,2.113695,5.530042,182.921816,-63.954755,177.836779,2.170813,1.429579,4.447774,2,"Summer",53.4370872536708
" Unclassified regions",20200228,2,"flores",-59.172598,21.942053,-49.864141,-67.767661,-985.694966,0,0.42077,5.13699,0.832681,20200228,-7.86483333,-80.37831667," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",42.854082,0.985588,155.699925,17.862661,1.5931124e-06,3.181639,12.8442,4.067196,42.489275,0.601588,154.20231,10.810286,175.03896,7.427563315e-07,-61.291536,214.486546,6.10968359e-06,1.6168377e-07,102.244236,1.62041,5.0907928e-07,0,-62.9321457507,0.42077,-58.310428,26.760501,-48.01641,-67.883204,-986.066161,0,3.55690677e-06,3.282148,9.317467,175.019307,-60.427121,392.450222,-57.093462,35.415294,-51.941372,-67.63706,-984.79734,0,1.45473635e-06,0.883936,-0.263264,175.006839,-59.208771,121.244317,-60.758136,15.230826,-54.726892,-67.984538,-985.096109,0,7.5662803e-07,1.04647,0.383014,175.084666,-62.882671,146.943227,-0.862169999999999,-2.079136,1.585538,2,"Summer",53.4305505851041
" Unclassified regions",20200228,2,"flores",-56.901932,38.679328,-49.085096,-67.99973,-983.043005,0,0.439724,6.616972,0.844266,20200228,-7.86475327,-80.37813988," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",55.768438,0.985588,171.264225,25.141424,2.26984016e-06,2.086475,4.423742,5.169333,55.171037,0.601588,169.301423,15.181561,150.243233,1.254170207e-06,-59.016435,180.983422,5.59651573e-06,9.767308e-08,132.761047,3.264867,8.9740211e-07,0,-60.4701291431,0.439724,-60.43037,17.164656,-53.09144,-67.900976,-983.424217,0,9.6650046e-07,1.398763,1.413828,150.409348,-62.552334,173.954418,-59.703003,20.294192,-53.877815,-67.542344,-982.498837,0,7.9817535e-07,1.449775,2.325503,150.387564,-61.823928,121.476165,-62.757249,10.044937,-55.268095,-67.974384,-982.857367,0,4.9628619e-07,2.374955,8.067701,150.579144,-64.888285,152.953955,3.528438,2.801071,5.855317,2,"Summer",53.4190073171106
" Unclassified regions",20200228,2,"flores",-57.679608,26.921669,-48.542493,-67.965118,-974.608294,0,0.366076,16.920241,0.852228,20200228,-7.86468675,-80.37802693," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",74.723395,0.909774,258.09717,27.539194,2.11634971e-06,3.436275,14.657007,4.830232,73.296115,0.525774,254.474609,15.611376,330.094185,9.961067876e-07,-60.016941,212.462131,3.90956335e-06,8.42381e-08,154.148766,2.249249,6.2461175e-07,0,-62.0438985348,0.366076,-59.550421,17.499299,-52.004542,-67.985942,-974.648599,0,1.1578418e-06,1.759748,4.212361,330.271672,-61.893387,179.055589,-60.098746,15.423685,-52.866868,-67.972382,-973.270449,0,8.7034194e-07,1.784088,3.900503,330.371974,-62.445074,152.826038,-65.350021,4.603209,-58.53247,-67.994264,-973.771616,0,2.7653508e-07,1.189743,1.681581,331.192261,-67.723411,163.716091,1.870813,2.419138,7.670413,2,"Summer",53.4112139188975
" Unclassified regions",20200228,2,"flores",-57.308984,63.836401,-47.946673,-67.999845,-982.165203,0,0.797031,7.356505,0.949149,20200228,-7.86393333,-80.3766," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",216.831203,3.851377,1403.9124,171.852527,2.40255295e-06,2.675594,8.640516,4.968561,216.192863,3.467377,1401.86772,154.262556,1013.779917,1.677396254e-06,-57.753643,143.23109,6.14786926e-06,1.1277478e-07,2998.488303,48.227787,1.48107331e-06,0,-58.2942344323,0.797031,-59.727787,36.575318,-49.067224,-67.989849,-982.335817,0,1.29068632e-06,2.766515,11.504682,1013.515177,-60.174511,134.36055,-58.55012,47.968345,-48.516408,-67.935472,-981.408039,0,1.44682378e-06,3.118098,15.488534,1013.609715,-58.996089,114.821848,-62.200471,20.697587,-52.843751,-67.997767,-981.877463,0,6.5220277e-07,2.156092,7.128921,1013.098483,-62.650857,120.079361,2.418803,1.241136,4.891487,2,"Summer",53.3151248785657
" Unclassified regions",20200228,2,"flores",-57.052322,33.36888,-50.207602,-67.323141,-985.588618,0,0.392719,4.951067,0.963347,20200228,-7.86383356,-80.37638379," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",33.491643,0.9401,146.368475,13.955495,1.8519206e-06,1.567624,2.666422,5.106515,33.050084,0.5561,144.717357,8.146295,204.583794,1.175314716e-06,-59.298458,157.56806,4.28227445e-06,1.4565702e-07,73.516581,1.649025,7.7419398e-07,0,-61.1115020731,0.392719,-59.786152,17.781103,-52.195002,-67.872736,-986.128633,0,1.148703e-06,1.91804,4.143888,204.524466,-62.03863,183.683738,-59.457206,19.180206,-53.333017,-67.550679,-985.164248,0,8.8014474e-07,1.515961,2.555649,204.523758,-61.709765,130.475975,-62.759355,8.966819,-56.341577,-67.990502,-986.076735,0,5.1321871e-07,1.120471,0.843911,204.429371,-65.024328,163.205682,2.73383,2.404884,5.707033,2,"Summer",53.3009570933516
" Unclassified regions",20200228,2,"flores",-57.614645,77.541025,-45.861043,-67.992933,-981.252906,0,1.038734,8.272998,1.15654,20200228,-7.86235,-80.37353333," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",353.466284,3.896865,2734.815287,367.733236,2.17384847e-06,3.400924,20.334742,4.824035,352.769324,3.512865,2732.653368,330.84289,1796.128573,1.564336931e-06,-58.056697,138.962933,5.74812395e-06,1.1919395e-07,4956.924475,134.248979,1.79903537e-06,0,-57.4496029809,1.038734,-59.370737,51.751434,-48.23642,-67.987449,-981.301977,0,1.51879853e-06,2.928994,12.191127,1795.841077,-59.813898,145.509033,-58.540905,62.64776,-48.574304,-67.973215,-980.485388,0,1.55615255e-06,2.575643,10.023505,1795.918589,-58.983762,123.148274,-62.601518,24.594853,-52.483245,-67.998546,-981.204519,0,6.6142329e-07,2.133365,6.163169,1795.036694,-63.048183,133.443598,1.756092,0.926259999999999,4.986873,2,"Summer",53.1095925199713
" Unclassified regions",20200228,2,"flores",-57.635611,24.307669,-50.957014,-67.979236,-974.123037,0,0.327199,17.732383,1.123643,20200228,-7.862602,-80.37402066," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",66.224447,0.803634,261.774947,21.399542,1.49098878e-06,1.440657,2.71363,4.858751,64.719818,0.419634,257.997689,10.920327,485.049571,9.103390144e-07,-60.407968,163.783905,2.02927642e-06,9.684441e-08,108.634466,1.012251,5.6396412e-07,0,-62.4874852838,0.327199,-59.953503,14.254566,-51.615309,-67.910211,-973.944899,0,1.0598883e-06,2.166671,6.403595,485.061877,-62.733949,198.909239,-59.169187,17.075982,-53.59728,-67.994452,-972.758326,0,8.716995e-07,1.061801,1.108841,485.058863,-61.947945,136.509013,-64.093737,5.494531,-56.320035,-67.985731,-972.989943,0,4.0135295e-07,2.128966,6.498475,485.129192,-66.903123,196.715596,2.317892,1.533576,6.45812600000001,2,"Summer",53.1422646940125
" Unclassified regions",20200228,2,"flores",-58.173911,39.852882,-50.871918,-67.985673,-973.623165,0,0.607238,19.12478,1.363844,20200228,-7.86076945,-80.37047503," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",75.262202,1.455638,330.84259,43.548599,1.46272886e-06,1.291385,1.244907,4.597997,73.726611,1.071638,327.003407,31.406265,270.943286,1.132940732e-06,-59.457928,129.109036,3.01676249e-06,7.8645e-08,316.03307,8.662436,9.2462982e-07,0,-60.3403210407,0.607238,-59.239044,31.185049,-52.199157,-67.95219,-973.33843,0,1.23158236e-06,1.531895,2.201424,270.887533,-60.526297,139.025096,-60.701283,22.270116,-53.531845,-67.995494,-972.051441,0,7.2432509e-07,1.688366,3.821807,270.770443,-61.995972,114.691376,-64.135538,10.099433,-55.391152,-67.983534,-972.528544,0,4.6456278e-07,2.371302,7.363916,270.495203,-65.454051,163.098314,1.065133,2.527372,5.961627,2,"Summer",52.9045786097687
" Unclassified regions",20200228,2,"flores",-57.001959,42.502218,-47.285404,-67.980461,-982.165303,0,0.494442,7.419611,1.469938,20200228,-7.85996667,-80.3689," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",78.99555,1.243358,347.315337,39.057543,2.56839723e-06,3.019164,11.903227,5.119718,78.332122,0.859358,345.220482,26.768256,354.293482,1.386309392e-06,-58.581398,185.268689,5.17848309e-06,1.1749916e-07,269.261281,5.596608,9.8609728e-07,0,-60.0608023891,0.494442,-59.380135,24.580689,-47.885557,-67.956464,-982.286661,0,1.7629727e-06,5.340514,39.954091,354.234488,-60.963516,220.088438,-58.153299,32.604509,-45.898684,-67.945977,-981.29491,0,2.50496455e-06,7.133028,63.678697,354.256336,-59.735178,235.678162,-62.023873,13.372734,-46.872874,-67.997587,-981.794718,0,1.76036737e-06,10.183575,108.097541,354.134135,-63.615038,404.675675,2.378176,1.15134,5.021914,2,"Summer",52.7993009014305
" Unclassified regions",20200228,2,"flores",-56.490678,37.144854,-49.008667,-67.952965,-984.268683,0,0.384127,5.817743,1.629569,20200228,-7.85869921,-80.36656429," C:/Taller 2021/Flores/Transecto 28_v2/Transecto 28_v2.ev",94.062619,0.909774,293.094756,36.316292,2.25071001e-06,1.65745,3.069418,5.342374,93.519767,0.525774,291.241053,20.866684,323.475864,1.302231354e-06,-58.853119,172.834881,5.37427534e-06,1.3407762e-07,196.681048,3.957819,8.6180065e-07,0,-60.6459318358,0.384127,-58.69498,22.35983,-51.880867,-67.985395,-984.513049,0,1.39107579e-06,1.37252,1.495253,323.57207,-61.059976,177.561349,-58.319546,24.378775,-50.726634,-67.79542,-983.580924,0,1.39325215e-06,1.999162,4.7259,323.575486,-60.684636,163.114798,-62.401213,9.524564,-54.897943,-67.992756,-984.467,0,5.9998683e-07,1.37093,1.55895,323.821896,-64.773854,180.105545,2.204302,1.828868,5.910535,2,"Summer",52.6410827838193
