"Region_class","Date_S","DN","barco","Sv_mean_38kHz","NASC_38kHz","Sv_max_38kHz","Sv_min_38kHz","Sv_noise_38kHz","NASC_noise_38kHz","Height_mean","Depth_mean","Dist_M","Date_M","Lat_M","Lon_M","EV_filename","Uncorrected_length","Uncorrected_thickness","Uncorrected_perimeter","Uncorrected_area","Standard_deviation_38kHz","Skewness_38kHz","Kurtosis_38kHz","Attack_angle","Corrected_length","Corrected_thickness","Corrected_perimeter","Corrected_area","Image_compactness_38kHz","Corrected_mean_amplitude","Corrected_MVBS_38kHz","Coefficient_of_variation_38kHz","Horizontal_roughness_coefficient","Vertical_roughness_coefficient","X3D_school_area","X3D_school_volume","ABC","ABC_noise","Area_Backscatter_Strength","Thickness_mean","Sv_mean_70kHz","NASC_70kHz","Sv_max_70kHz","Sv_min_70kHz","Sv_noise_70kHz","NASC_noise_70kHz","Standard_deviation_70kHz","Skewness_70kHz","Kurtosis_70kHz","Image_compactness_70kHz","Corrected_MVBS_70kHz","Coefficient_of_variation_70kHz","Sv_mean_120kHz","NASC_120kHz","Sv_max_120kHz","Sv_min_120kHz","Sv_noise_120kHz","NASC_noise_120kHz","Standard_deviation_120kHz","Skewness_120kHz","Kurtosis_120kHz","Image_compactness_120kHz","Corrected_MVBS_120kHz","Coefficient_of_variation_120kHz","Sv_mean_200kHz","NASC_200kHz","Sv_max_200kHz","Sv_min_200kHz","Sv_noise_200kHz","NASC_noise_200kHz","Standard_deviation_200kHz","Skewness_200kHz","Kurtosis_200kHz","Image_compactness_200kHz","Corrected_MVBS_200kHz","Coefficient_of_variation_200kHz","ddB70","ddB120","ddB200","mes","VI"
" Anchovy",20170401,2,"FLO",-48.116745,1536.106403,-39.536873,-67.450451,-980.630358,0,2.309958,8.658331,0.281859,20170401,-8.66485,-78.81946667," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",14.059829,3.123323,65.00465,29.562313,2.002566271e-05,2.120241,5.062838,9.321166,12.648133,2.739323,61.413259,23.324436,12.867769,1.395687065e-05,-48.552119,143.48247,5.57988029e-05,1.160361084e-05,138.589285,34.581726,3.56393246e-05,0,-44.4807053487,2.309958,-49.967001,1003.21907,-39.214196,-67.612922,-980.394028,0,1.789647409e-05,3.211463,12.098327,12.828552,-50.417903,197.041532,-52.494144,560.636633,-38.065604,-67.673633,-979.832456,0,1.694171096e-05,6.299351,44.865689,12.806249,-52.954574,334.514291,-52.674065,537.884851,-42.893427,-67.875753,-979.535923,0,8.29464304e-06,3.089017,10.42844,12.822998,-53.127285,170.422203,1.850256,4.377399,4.55732,4,"Summer"
" Anchovy",20170401,2,"FLO",-46.324189,1711.781689,-37.003708,-66.112177,-979.559733,0,1.703631,9.49604,0.297538,20170401,-8.66460799,-78.81941667," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",15.963927,3.416134,56.702435,27.005406,2.845502896e-05,2.689662,10.284752,9.89815,14.319343,3.032134,52.645268,21.500452,10.257965,2.135409546e-05,-46.705188,133.253263,8.051178834e-05,1.986455587e-05,173.672692,26.73769,3.971518062e-05,0,-44.0104345796,1.703631,-48.674888,996.273218,-37.479036,-66.942533,-979.324324,0,2.180101881e-05,4.393451,25.746423,10.276258,-49.072625,176.091864,-52.872471,378.98336,-43.065002,-67.531494,-978.995864,0,7.08507052e-06,3.62507,18.043224,10.293286,-53.285015,150.954351,-51.54736,514.199064,-40.648845,-67.857861,-978.687706,0,1.197989704e-05,3.556142,15.19721,10.278484,-51.947061,187.568184,2.35069900000001,6.548282,5.223171,4,"Summer"
" Anchovy",20170401,2,"FLO",-38.955173,6100.231493,-27.500292,-66.267697,-978.210025,0,1.112684,11.427355,0.311367,20170401,-8.66439012,-78.81938333," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",16.494993,2.342492,45.486972,19.2063,0.0003123256082,3.367622,11.431556,12.023611,14.088105,1.958492,39.905196,13.714749,9.23977,0.0001108171724,-39.553929,281.838637,0.00171357070044,0.00041766321848,110.36577,12.313172,0.00014153194722,0,-38.4914551821,1.112684,-43.831083,1984.975964,-34.82898,-66.847957,-977.743505,0,7.374109524e-05,2.357909,5.077385,9.37074,-44.458598,205.85877,-43.874113,1965.405957,-33.550164,-67.779986,-977.065858,0,7.413133971e-05,2.890071,10.078066,9.374653,-44.502462,209.048993,-42.77887,2529.161638,-30.763177,-67.777817,-976.786397,0,0.00011317907654,4.226806,22.5463,9.300762,-43.391251,247.11054,4.87591,4.91894,3.823697,4,"Summer"
" Anchovy",20170401,2,"FLO",-51.001314,1072.33972,-41.710566,-67.956087,-983.898821,0,3.133083,5.863832,0.347244,20170401,-8.66385676,-78.8193," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",13.757751,5.85623,77.426606,41.043435,1.0767378e-05,2.462015,7.265319,8.261669,12.910757,5.47223,74.964619,35.991024,12.425349,7.586225451e-06,-51.199743,141.933272,3.054943051e-05,6.45183847e-06,282.602551,105.038473,2.487943759e-05,0,-46.0415944135,3.133083,-52.706327,724.154306,-41.602259,-67.890362,-983.805547,0,9.38957977e-06,4.031681,19.825229,12.38293,-52.915914,183.754331,-51.180651,1028.960485,-40.942895,-67.944786,-983.178519,0,1.248727476e-05,2.968963,10.02361,12.397516,-51.386291,171.829111,-53.90605,549.362164,-43.848912,-67.918377,-983.444928,0,6.19410216e-06,2.6759,8.418861,12.388989,-54.113983,159.726373,1.705013,0.179336999999997,2.904736,4,"Summer"
" Anchovy",20170401,2,"FLO",-51.473575,485.41845,-42.258481,-67.227247,-987.891075,0,1.581182,4.18612,0.360064,20170401,-8.66365577,-78.81926667," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",6.594234,2.5377,42.373027,10.827678,1.048514484e-05,2.600997,8.605739,8.133837,5.998963,2.1537,40.414485,8.359727,15.547915,6.220853706e-06,-52.0615,168.548327,3.94694225e-05,1.085334947e-05,51.679864,5.131946,1.126223136e-05,0,-49.4837555536,1.581182,-57.101532,132.837469,-49.784656,-67.925639,-987.873993,0,2.92931488e-06,1.513499,0.948743,15.326624,-57.722802,173.398872,-52.110309,419.220814,-41.23687,-64.778951,-986.799001,0,1.267224061e-05,4.256849,19.599226,15.466937,-52.709759,236.499004,-52.876954,351.381095,-42.67385,-67.305385,-986.808204,0,9.16491308e-06,3.611841,14.425885,15.501953,-53.471348,203.827657,5.627957,0.636734000000004,1.403379,4,"Summer"
" Anchovy",20170401,2,"FLO",-37.427172,17171.199016,-24.994411,-67.753997,-980.012999,0,2.203058,9.568883,0.459359,20170401,-8.66222158,-78.8191," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",9.682559,4.782588,50.311737,23.375854,0.00056208286301,3.753678,14.008366,12.493434,7.587742,4.398588,45.354104,16.847685,9.715901,0.0001765348644,-37.531695,318.397652,0.00501912500256,0.0006748778021,133.501416,22.173476,0.00039839032921,0,-33.9969121247,2.203058,-37.650392,16310.92398,-23.217313,-67.225441,-979.53481,0,0.00062219451648,5.727045,36.721941,9.627516,-37.782655,373.414915,-36.286053,22331.221912,-21.808867,-67.977396,-978.907189,0,0.00095287145129,5.023338,26.484144,9.64313,-36.413444,417.23311,-41.068106,7425.183943,-26.468443,-67.916545,-978.825436,0,0.00029361908738,5.444302,32.535765,9.644178,-41.19517,386.635094,0.223219999999998,-1.141119,3.640934,4,"Summer"
" Anchovy",20170401,2,"FLO",-42.157865,6115.617584,-26.320789,-67.959318,-981.712288,0,2.332035,7.592966,0.476176,20170401,-8.66195367,-78.81906667," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",40.272638,5.0754,136.397585,91.121122,0.00021180006887,7.58738,67.461783,11.050635,38.803626,4.6914,132.691561,81.154663,17.264868,5.712719138e-05,-42.431571,370.751762,0.00122778603327,0.00024590813688,728.173281,144.878938,0.00014188892111,0,-38.4805151356,2.332035,-45.668511,2725.058031,-30.341521,-67.99255,-981.619751,0,7.911427324e-05,6.19458,48.213766,17.285246,-45.950738,311.407202,-43.531775,4457.069113,-23.718909,-67.983343,-981.013726,0,0.00026564807121,12.938713,184.667664,17.279936,-43.81173,638.968863,-46.507044,2246.582697,-31.685459,-67.882936,-980.743576,0,5.503012338e-05,6.749854,60.475899,17.278714,-46.786482,262.572189,3.510646,1.37391,4.349179,4,"Summer"
" Anchovy",20170401,2,"FLO",-44.59055,1315.667771,-34.003734,-67.464461,-980.993299,0,0.878435,8.38188,0.510311,20170401,-8.66140262,-78.81901667," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",13.675177,2.830511,37.102897,12.452708,6.556767797e-05,3.760864,16.363543,10.435472,12.144323,2.446511,33.273189,9.558428,9.217062,3.105774856e-05,-45.0783,211.115361,7.691957905e-05,6.263609608e-05,118.844896,7.00976,3.052491068e-05,0,-45.1534559818,0.878435,-50.50083,337.379181,-43.92979,-67.439878,-980.765534,0,1.126486584e-05,1.487316,1.122521,9.360657,-51.017383,142.385038,-50.774243,316.793984,-40.217498,-67.544285,-980.200363,0,1.382909704e-05,3.786744,19.223317,9.367777,-51.29224,186.216345,-50.304748,352.960742,-42.436494,-67.139587,-979.803091,0,1.335859363e-05,2.171572,4.205321,9.316929,-50.812501,161.06858,5.91028,6.183693,5.714198,4,"Summer"
" Anchovy",20170401,2,"FLO",-44.983659,1068.274503,-33.609148,-67.559872,-981.883436,0,0.780831,7.513462,0.522025,20170401,-8.66123575,-78.81900241," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",11.519342,1.659265,29.733492,9.056656,8.178741432e-05,3.903105,15.702419,10.326445,10.16151,1.275265,26.249827,6.140209,8.930173,2.525995976e-05,-45.975673,323.782837,0.0007855064207,0.00015631737675,51.834481,4.748722,2.478512017e-05,0,-46.0580897111,0.780831,-47.274433,630.384417,-38.860921,-66.310763,-981.783386,0,3.051560656e-05,2.716246,7.199571,9.036121,-48.284735,205.586948,-52.662956,182.285918,-44.057379,-67.204873,-981.112639,0,8.02415055e-06,2.439164,6.581955,9.150273,-53.693043,187.803345,-47.870619,549.52416,-38.94424,-66.640096,-981.120259,0,3.005384042e-05,2.53759,6.155857,8.992683,-48.873447,231.870066,2.290774,7.679297,2.88695999999999,4,"Summer"
" Anchovy",20170401,2,"FLO",-45.880737,687.887481,-34.673256,-66.195505,-984.092422,0,0.618158,6.274899,0.531812,20170401,-8.66111883,-78.81903117," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",7.076727,1.073642,16.90592,3.750068,6.984374017e-05,3.439208,12.248266,10.111606,5.966445,0.689642,13.917355,2.030891,7.589567,1.732609248e-05,-47.612994,403.113052,0.00048808133963,0.00012299114499,16.458849,0.658047,1.595973115e-05,0,-47.9697442876,0.618158,-48.781892,352.697088,-40.694625,-63.812788,-983.427971,0,2.155814776e-05,2.597439,6.198794,7.775434,-50.543239,244.306702,-48.483994,377.738857,-41.813947,-67.77267,-982.846688,0,1.899778502e-05,1.616775,1.483272,7.771496,-50.244743,200.991321,-46.415225,608.231005,-38.061439,-67.631452,-982.812222,0,3.849928386e-05,2.534853,5.939748,7.613457,-48.151339,251.528126,2.901155,2.603257,0.534487999999996,4,"Summer"
" Anchovy",20170401,2,"FLO",-33.933564,79734.666629,NA,-67.982817,-980.178574,0,4.576271,8.691328,0.566609,20170401,-8.6607,-78.81915," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_76/Cr170304_FLO_Anchoveta_Lance_76.ev",84.355729,8.003515,269.139227,369.212874,0.00133839211792,10.218076,148.897684,13.136015,82.354323,7.619515,264.368413,343.158859,16.207426,0.0003893939763,-34.096108,343.711562,0.00646689732659,0.0016134187615,2509.999948,1268.677539,0.00184993022664,0,-27.3284465147,4.576271,-36.356636,45639.402007,NA,-67.994169,-980.04931,0,0.00078177757858,8.590228,101.973046,16.220793,-36.524049,351.14631,-37.275577,36935.662413,NA,-67.996097,-979.572203,0,0.00062876063975,8.432707,97.03844,16.222833,-37.443756,349.028524,-38.438837,28256.598719,-20.783134,-67.992912,-979.161541,0,0.00050293081256,7.849709,80.589988,16.216254,-38.604568,364.724558,2.423072,3.342013,4.505273,4,"Summer"
" Anchovy",20170402,2,"FLO",-39.574645,3711.796908,-31.148353,-67.587778,-989.806612,0,0.780831,3.406984,0.00234,20170402,-8.39181733,-79.00498267," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",7.046046,0.878435,18.666896,6.147644,0.0002179635775,2.049658,2.961256,11.813079,6.341105,0.494435,16.489014,3.114064,6.947873,6.40231092e-05,-41.936632,340.445161,0.00102065763565,0.00015699081541,12.541046,1.201962,8.61176899e-05,0,-40.649076286,0.780831,-41.484761,2390.961728,-32.311921,-67.691317,-989.789722,0,0.0001367650556,2.546114,6.534001,7.005171,-43.86,332.640523,-41.913388,2166.256645,-36.332714,-65.124381,-988.633867,0,7.706489114e-05,0.995464,-0.451676,7.011185,-44.290027,206.94707,-40.537485,2973.72117,-32.302614,-67.236998,-988.683112,0,0.00015188571689,2.067598,3.568129,6.959819,-42.902228,296.305493,1.910116,2.338743,0.96284,4,"Summer"
" Anchovy",20170402,2,"FLO",-46.729958,714.583356,-40.787282,-67.264226,-987.618123,0,0.780831,4.099361,0.069163,20170402,-8.39175,-79.00575072," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",5.340371,0.976038,11.134788,4.136368,2.936992537e-05,1.217436,-0.268238,9.812107,4.63662,0.592038,8.959286,2.178373,2.932275,1.337690886e-05,-48.736442,219.556892,0.00012556225874,2.31238684e-05,10.980228,0.907512,1.657910423e-05,0,-47.8043893806,0.780831,-48.747697,449.033741,-42.477364,-62.207008,-987.326824,0,1.776165251e-05,1.625931,1.51501,3.008653,-50.774688,212.301054,-54.181899,128.486885,-49.280015,-67.086327,-986.876573,0,3.65463134e-06,0.980736,-0.074973,3.101263,-56.233522,153.530882,-52.190423,203.238689,-45.398935,-63.993616,-987.489117,0,8.26002659e-06,1.65826,2.018433,3.028502,-54.222681,218.398453,2.017739,7.451941,5.460465,4,"Summer"
" Anchovy",20170402,2,"FLO",-41.756928,2315.900204,-34.269313,-62.490875,-984.564134,0,0.805232,5.708346,0.075898,20170402,-8.39173333,-79.00583333," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",6.288177,1.26885,19.189981,4.58006,0.00010094540667,1.995503,3.345593,11.328434,5.15584,0.88485,16.157307,2.618818,7.932733,4.889748281e-05,-43.107135,206.442951,0.0005735863223,9.409308601e-05,18.248579,0.90381,5.373138147e-05,0,-42.6977199332,0.805232,-48.65576,472.97332,-41.839319,-66.980121,-984.579075,0,1.877691482e-05,1.638365,1.796568,8.065308,-50.056488,190.22739,-48.862206,451.016102,-40.085483,-67.30361,-983.738656,0,2.18596444e-05,2.384789,6.414718,8.070474,-50.264739,232.336269,-49.689299,372.805947,-42.583497,-67.090539,-983.611954,0,1.275570144e-05,2.278616,5.701378,8.043373,-51.082257,163.655276,6.898832,7.105278,7.932371,4,"Summer"
" Anchovy",20170402,2,"FLO",-44.58833,2099.140934,-29.880517,-67.732303,-985.238895,0,1.400821,5.050783,0.290081,20170402,-8.3911,-79.00831667," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",121.339286,5.173004,335.531605,169.884422,7.837850322e-05,6.235415,54.050969,10.317622,120.427293,4.789004,332.939619,156.091562,56.512128,3.235624084e-05,-44.900419,242.236123,0.00036765361067,5.54824283e-05,2306.906906,198.971366,4.870233271e-05,0,-43.1245023672,1.400821,-47.81105,999.469601,-31.070507,-67.843433,-985.145499,0,4.185183203e-05,10.172932,151.700159,56.547799,-48.126311,271.860164,-48.70001,814.467219,-33.573087,-67.97803,-984.852388,0,3.559203043e-05,6.986146,59.666841,56.55375,-49.015822,283.7494,-49.386897,695.32022,-35.179533,-67.928794,-984.768912,0,2.430061411e-05,6.025737,53.132952,56.542176,-49.701644,226.872384,3.22272,4.11168,4.798567,4,"Summer"
" Anchovy",20170402,2,"FLO",-37.723957,6548.106125,-22.213275,-67.85562,-987.999703,0,0.899538,3.883259,0.422819,20170402,-8.39053333,-79.01009076," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",63.860451,2.342492,152.197232,56.441224,0.00071396401595,6.202554,40.088909,12.208063,63.029897,1.958492,149.768124,46.5752,38.324296,0.0001423060662,-38.467766,501.710176,0.00604445911413,0.00091364850018,493.774233,30.868965,0.00015192312153,0,-38.1837612482,0.899538,-46.694541,829.960255,-33.176076,-67.78622,-988.044851,0,4.842395746e-05,5.074657,34.260769,38.423016,-47.445482,268.910916,-44.869883,1263.348377,-30.979299,-67.991373,-987.417974,0,0.00010502012985,5.604984,34.271855,38.410084,-45.619839,383.050843,-46.583269,851.499641,-32.418745,-67.969948,-987.601404,0,6.044669774e-05,5.334334,34.433119,38.39738,-47.332275,327.039367,8.970584,7.145926,8.859312,4,"Summer"
" Anchovy",20170402,2,"FLO",-46.238873,700.115212,-37.614127,-66.788167,-988.512389,0,0.683227,3.569512,0.577894,20170402,-8.38988333,-79.01215949," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",6.563723,1.171246,15.560338,4.418253,4.407298997e-05,2.361521,5.160798,9.913096,5.944594,0.787246,13.554081,2.689583,5.435573,1.645992727e-05,-47.835721,267.759324,0.00016825029559,3.913375979e-05,18.719435,1.059487,1.624342769e-05,0,-47.8932232042,0.683227,-49.225712,351.953712,-41.512174,-66.423619,-988.300784,0,1.563127132e-05,2.483614,6.852636,5.516066,-50.839831,189.660712,-48.414604,424.22515,-39.930964,-66.632539,-988.345912,0,2.966068801e-05,2.210293,3.362825,5.50744,-50.026846,298.446042,-52.500672,165.573015,-43.460803,-67.034257,-988.540778,0,1.034360314e-05,2.779297,8.16581,5.532977,-54.118494,267.006171,2.986839,2.175731,6.261799,4,"Summer"
" Anchovy",20170402,2,"FLO",-45.281177,863.94227,-37.037937,-66.934975,-988.516272,0,0.676255,3.726052,0.600216,20170402,-8.38978333,-79.01248333," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",23.504212,1.854473,72.089047,15.597559,4.043803854e-05,2.149867,5.121086,10.129246,22.843767,1.470473,70.000158,12.020297,32.439412,2.38139758e-05,-46.231681,169.808011,7.357493415e-05,1.948744637e-05,134.364567,6.072426,2.004439208e-05,0,-46.9800711081,0.676255,-50.160638,280.891504,-40.735102,-67.377211,-988.639816,0,1.654113749e-05,2.514067,6.907969,32.508909,-51.120874,214.117802,-45.35357,849.660456,-30.015619,-67.2093,-988.048585,0,0.00012319782125,6.570252,46.26337,32.469494,-46.30817,526.526227,-43.062537,1439.954266,-26.038273,-67.344387,-987.984863,0,0.00028056500756,7.794562,63.88733,32.422824,-44.010848,706.509996,4.879461,0.0723929999999982,-2.21864,4,"Summer"
" Anchovy",20170402,2,"FLO",-43.423224,1912.653479,-34.444162,-63.907215,-988.523371,0,0.976038,3.615246,0.635544,20170402,-8.38963333,-79.01292832," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",7.694327,1.366454,19.283865,6.93526,7.873514144e-05,2.943206,8.761358,10.746962,7.01422,0.982454,17.155652,4.545574,5.152475,3.362603742e-05,-44.733243,234.14933,0.00020453945484,9.327713326e-05,27.564588,2.64962,4.437562273e-05,0,-43.5285553938,0.976038,-40.914703,3407.912267,-30.935004,-67.491415,-988.496128,0,0.00017786398374,3.031519,8.858366,5.164702,-42.228019,297.091311,-43.47631,1889.416725,-32.663911,-67.591567,-988.12748,0,0.00010865130228,3.395388,11.815246,5.185793,-44.795354,327.770859,-44.811674,1389.284919,-33.175976,-67.731346,-987.986504,0,8.200337044e-05,3.961648,18.478663,5.166822,-46.125563,336.037731,-2.50852099999999,0.0530860000000004,1.38845,4,"Summer"
" Anchovy",20170402,2,"FLO",-42.952441,1989.534042,-37.000387,-66.042088,-985.52847,0,0.910969,5.186947,0.6769,20170402,-8.38946667,-79.0135," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",5.132323,1.171246,16.654791,4.851676,6.590641819e-05,1.142486,-0.179386,11.020903,4.13152,0.787246,13.885187,2.625126,5.844448,3.59305762e-05,-44.445358,183.427112,0.00021439070734,4.748297692e-05,13.010093,1.356108,4.615933466e-05,0,-43.3574045974,0.910969,-45.449974,1119.433137,-35.296655,-67.011196,-985.520342,0,6.02236288e-05,3.554541,14.679021,5.889054,-46.978062,300.312317,-44.820268,1294.102613,-36.545075,-67.412097,-984.645789,0,5.040646123e-05,2.190415,6.170524,5.886086,-46.346192,217.322853,-46.256355,929.736845,-38.149317,-66.686698,-984.41785,0,4.168205839e-05,2.159206,3.653167,5.871072,-47.770979,249.486512,2.497533,1.867827,3.303914,4,"Summer"
" Anchovy",20170402,2,"FLO",-41.83715,2204.61984,-35.330611,-66.325717,-985.552797,0,0.780831,5.059132,0.693712,20170402,-8.38938779,-79.01371221," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",5.202763,0.976038,12.36303,4.588634,9.749076771e-05,1.390043,0.523751,11.324576,4.199552,0.592038,9.588607,2.246649,3.256611,4.189441188e-05,-43.778439,232.705899,0.00045490670085,0.00010996150952,9.945184,0.972002,5.114955705e-05,0,-42.9115812287,0.780831,-49.26417,398.686706,-40.411216,-66.316347,-985.70209,0,2.305897737e-05,2.316158,5.373229,3.422627,-51.264326,308.512378,-47.142185,649.875635,-41.330981,-66.888755,-984.889561,0,2.478373753e-05,1.118577,-0.220701,3.392136,-49.13223,202.950337,-42.852008,1745.211037,-34.577563,-63.301911,-985.279154,0,9.200675872e-05,2.178712,4.331829,3.27555,-44.800572,277.892553,7.42702,5.305035,1.014858,4,"Summer"
" Anchovy",20170402,2,"FLO",-37.531266,5694.279087,-28.702446,-66.859124,-985.47934,0,0.748296,5.117836,0.721859,20170402,-8.38927848,-79.01402848," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_77/Cr170304_FLO_Anchoveta_Lance_77.ev",4.609821,0.878435,11.567063,3.106654,0.00037799210941,2.726989,6.732514,12.505203,3.488362,0.494435,8.556145,1.323213,4.402675,0.0001063848904,-39.7312,355.306198,0.002046333241,0.00039564968973,6.899067,0.427211,0.00013211341375,0,-38.7905308532,0.748296,-50.87409,263.728053,-42.904717,-67.372967,-985.610758,0,1.165170047e-05,2.591605,8.061321,4.753619,-53.188939,242.819308,-44.502773,1143.63646,-37.874305,-67.052144,-984.78301,0,4.505803502e-05,1.615909,2.011524,4.620433,-46.778932,214.617678,-44.055094,1267.815164,-37.161689,-66.011365,-985.655792,0,6.089255967e-05,1.588012,1.247224,4.536004,-46.303977,259.993188,13.342824,6.971507,6.52382799999999,4,"Summer"
" Anchovy",20170402,2,"FLO",-39.047931,7158.602151,-28.437648,-67.879479,-983.878432,0,1.333919,5.887178,0.391159,20170402,-8.40371523,-79.02915," //desktop01/2019/Detecciones/Muestras_Lances/Datos_Lances/Lances_Anchoveta/Lances_Anchoveta_4frec/Cr170304_FLO_Anchoveta_Lance_78/Cr170304_FLO_Anchoveta_Lance_78.ev",25.558703,2.342492,70.866635,35.327065,0.00023645707715,3.309396,13.194461,11.899241,24.331635,1.958492,67.644499,28.117955,12.950048,0.0001060722406,-39.743983,222.92079,0.00118659149152,0.00027271501529,190.613266,36.488725,0.0001660872875,0,-37.7966360765,1.333919,-39.411214,6584.153878,-28.112476,-65.276895,-983.718421,0,0.000262715689,3.481407,13.628007,12.980125,-40.113016,269.642072,-36.7895,12041.243867,-24.53884,-67.930989,-983.391889,0,0.00062090434041,4.110222,16.783116,12.967162,-37.488798,348.260753,-40.186446,5507.78235,-30.974662,-67.665528,-983.62159,0,0.00018384556463,2.282132,4.653918,12.959284,-40.884242,225.360249,0.363283000000003,-2.258431,1.138515,4,"Summer"
