Region_class;Sv_mean;NASC;Height_mean;Depth_mean;Date_M;Time_M;Lat_M;Lon_M;Standard_deviation;Skewness;Kurtosis;Corrected_length;Corrected_thickness;Corrected_perimeter;Corrected_area;Image_compactness;Corrected_MVBS;Coefficient_of_variation;X3D_school_area;X3D_school_volume
 POT;-58.390689;34.475734;0.552193;5.972852;20170308; 22:08:14.68;-17.72144348;-72.35713841;5.60E-07;1.048663;1.242829;25.769455;0.980241;88.285956;10.235387;60.599512;-59.784714;53.300697;101.04107;2.087378
 POT;-58.48536;37.700852;0.617156;7.795661;20170308; 22:10:01.88;-17.72614834;-72.35972417;4.94E-07;1.353576;1.642591;25.502989;0.882795;105.021513;10.968313;80.021525;-60.004088;49.482133;90.055631;2.062849
 POT;-56.047427;73.048304;0.68212;7.456921;20170308; 22:10:13.08;-17.72665486;-72.36000879;1.20E-06;0.619876;-0.750746;34.400041;0.980241;81.657648;18.428211;28.793912;-57.437111;66.303054;134.881273;7.768088
 POT;-57.524473;35.277768;0.462867;6.405777;20170308; 22:11:05.88;-17.72895236;-72.36130634;8.94E-07;1.806721;2.642883;34.264931;1.077686;105.74537;11.695716;76.08272;-58.809973;67.964065;147.707401;2.257809
 POT;-53.552283;148.291587;0.779566;12.667949;20170308; 22:11:04.28;-17.7288921;-72.36126403;2.48E-06;0.465681;-0.039868;15.947191;0.980241;33.919158;8.932878;10.249174;-54.869861;76.134872;62.528339;4.912398
 POT;-57.003714;29.305653;0.34106;10.723674;20170308; 22:11:29.89;-17.73003168;-72.36187417;1.36E-06;1.133262;-0.319361;52.223468;0.882795;123.55036;12.414098;97.850487;-58.530206;96.686091;184.41044;2.55056
 POT;-58.770667;47.381304;0.828289;4.832163;20170308; 22:11:57.09;-17.73122549;-72.36254608;4.31E-07;0.36973;-1.07959;17.45427;0.882795;116.55493;10.033526;107.745176;-60.293604;46.164546;61.63416;2.469858
 POT;-58.047361;55.967725;0.828289;5.193286;20170308; 22:14:19.49;-17.73745;-72.366;6.80E-07;0.992766;-0.6535;17.321708;0.980241;90.159535;10.295381;62.830573;-59.432291;59.668702;67.917769;1.965249
 POT;-55.135563;85.823704;0.649638;3.995276;20170308; 22:15:42.69;-17.74114344;-72.36807172;2.07E-06;0.953087;0.103051;26.048972;1.077686;73.324505;12.578485;34.014185;-56.421207;90.961025;112.290489;4.21981
 POT;-54.738019;197.506305;1.364241;3.361879;20170308; 22:16:01.89;-17.74198568;-72.36854601;1.99E-06;0.503504;-0.664359;8.77359;0.980241;19.075062;8.60023;3.366759;-56.102738;81.057059;34.400918;6.621138
 POT;-53.866622;137.937584;0.779566;3.130445;20170308; 22:16:46.70;-17.74399341;-72.36965504;2.60E-06;1.079303;0.27867;17.380826;0.882795;71.21264;9.355015;43.137982;-55.390358;89.952896;61.374818;2.737205
 POT;-55.426647;192.623839;1.559132;3.264433;20170308; 22:21:29.91;-17.75656499;-72.37674083;1.95E-06;1.744707;4.112375;8.832585;1.175132;19.58991;10.379454;2.942256;-56.587413;88.918358;41.517818;9.579683
 POT;-54.951;96.713542;0.701609;4.422955;20170308; 22:25:45.92;-17.76788168;-72.38300751;2.16E-06;0.845982;-0.314968;52.424226;1.467469;179.075602;33.79316;75.515163;-55.935214;84.668795;307.723795;14.420524
 POT;-55.622601;72.883136;0.617156;4.590208;20170308; 22:26:16.32;-17.76923315;-72.38374982;2.56E-06;1.85826;2.588728;25.954047;1.175132;72.076333;12.189529;33.914747;-56.809689;122.890067;121.997742;4.27438
 POT;-56.444862;40.812371;0.417625;13.022002;20170308; 22:02:27.47;-17.70621667;-72.34868333;1.74E-06;2.430322;5.787154;60.236338;0.882795;141.458961;17.622298;90.362557;-57.968465;109.272468;212.705323;4.06475
 POT;-57.47945;40.022892;0.519711;5.371698;20170308; 22:29:47.52;-17.77865;-72.3889;7.94E-07;1.34725;2.024635;34.724517;1.077686;97.005859;13.071987;57.285467;-58.769515;59.811632;149.688556;3.610878
 POT;-55.48854;130.554999;1.071903;6.977707;20170308; 22:30:43.53;-17.78111667;-72.39028333;1.89E-06;0.853727;-0.616193;25.403854;1.564915;89.613614;22.314464;28.638592;-56.386347;82.27096;159.019508;10.859058
 POT;-56.380943;67.648562;0.68212;7.44764;20170308; 22:30:51.53;-17.78146667;-72.39048333;1.17E-06;1.941361;5.861621;25.942667;1.077686;72.127871;13.076007;31.66075;-57.650177;68.066859;111.832235;6.079865
 POT;-55.853667;69.834179;0.623653;5.679261;20170308; 22:31:20.33;-17.78276649;-72.39118315;1.10E-06;0.691323;0.930959;62.400272;1.370024;154.828064;25.800758;73.936186;-56.901274;53.746229;341.959397;7.567143
 POT;-55.98208;95.343103;0.877012;4.796497;20170308; 22:31:42.73;-17.78378187;-72.3917384;9.40E-07;-0.150667;-0.982749;17.687386;0.882795;64.280082;10.766044;30.541252;-57.497087;52.80855;62.457336;3.642055
 POT;-59.557863;28.482269;0.596855;6.039648;20170308; 23:56:45.31;-17.91997447;-72.5445922;5.14E-07;1.362394;2.431234;68.908374;2.052144;177.476982;34.670848;72.295246;-60.283897;54.893713;565.639625;13.165433
 POT;-57.631748;47.097009;0.633397;5.959183;20170308; 23:57:55.71;-17.91801667;-72.54755;1.12E-06;0.735068;-0.018693;16.183815;0.687903;51.24308;6.60408;31.640859;-59.4984;99.794016;44.531602;1.523851
 POT;-58.82476;33.031632;0.584675;5.643734;20170308; 23:58:11.71;-17.91761667;-72.54823333;7.11E-07;0.760589;-0.52013;16.855547;0.687903;34.659218;6.317327;15.131928;-60.699534;83.568597;46.379948;1.911346
 POT;-60.713817;14.25388;0.389783;4.433782;20170309; 00:04:29.32;-17.9089578;-72.5654922;2.05E-07;-0.111852;0.244093;34.012433;0.785349;69.59095;8.365788;46.066879;-62.420584;35.748779;106.846538;1.810581
 POT;-60.235797;17.901427;0.438506;8.5644;20170309; 00:08:46.93;-17.90366667;-72.57627174;5.63E-07;2.187123;4.870778;20.791535;0.785349;78.81707;6.808759;72.604363;-61.912569;87.376266;65.314454;1.187568
 POT;-59.767707;23.631038;0.519711;7.527685;20170309; 00:09:20.53;-17.90333338;-72.57699991;5.10E-07;1.186544;1.025377;11.755615;0.785349;24.981876;4.112248;12.077051;-61.423536;70.851248;36.929046;1.296694
 POT;-58.510929;39.452149;0.649638;5.656726;20170309; 00:10:10.14;-17.90284247;-72.5780742;6.48E-07;0.554122;-0.652881;16.462684;1.077686;47.370188;7.697676;23.197476;-59.780877;61.618528;70.966444;2.566951
 POT;-58.336445;46.203143;0.730843;3.482062;20170309; 00:10:27.74;-17.90266667;-72.57846667;6.31E-07;0.002686;-1.344033;7.948202;0.980241;17.975348;4.174254;6.159789;-59.708246;58.99873;31.164604;3.014774
 POT;-60.638949;39.879764;1.071903;8.28289;20170309; 00:10:29.34;-17.90265;-72.57850887;2.25E-07;1.411526;0.986768;3.581849;0.687903;8.540468;2.463966;2.355693;-62.403793;39.163304;9.855865;1.331227
 POT;-59.689498;19.2757;0.416359;7.179887;20170309; 00:15:26.95;-17.89951159;-72.58522682;8.97E-07;2.273267;5.629506;45.076132;1.467469;136.250283;14.8584;99.424383;-60.670336;104.617273;264.591385;3.700995
 POT;-59.095613;41.379332;0.779566;7.162263;20170309; 00:16:10.15;-17.89914246;-72.58600754;5.45E-07;1.559882;1.927329;9.264587;1.175132;17.511547;6.142541;3.972749;-60.236312;57.547744;43.548455;3.510439
 POT;-59.775984;23.217514;0.51159;6.060198;20170309; 00:16:30.95;-17.89895;-72.5864051;3.24E-07;1.065674;1.576323;20.415214;0.882795;42.469693;8.564612;16.758714;-61.300747;43.703382;72.089784;3.542001
 POT;-56.790984;61.55374;0.68212;3.521968;20170309; 00:16:40.55;-17.89885;-72.58663329;1.19E-06;1.095954;1.899455;9.108662;0.687903;27.735886;3.856867;15.87229;-58.652605;87.466066;25.063517;0.990308
 POT;-60.300705;27.433567;0.68212;6.222608;20170309; 00:17:30.15;-17.89822582;-72.5879317;3.37E-07;0.14962;-1.369515;19.373347;1.564915;57.07426;9.073123;28.57024;-61.210061;44.499259;121.270583;3.482182
 POT;-58.532921;32.383618;0.535952;5.058321;20170309; 00:17:46.15;-17.89804247;-72.58833172;8.56E-07;1.114949;-0.157667;23.191709;0.785349;62.754706;7.85916;39.875542;-60.222293;90.064393;72.854354;2.31262
 POT;-58.094162;71.65249;1.071903;6.041637;20170309; 00:18:05.35;-17.8978039;-72.5887961;5.77E-07;1.218446;0.96749;3.980889;0.687903;9.337207;2.738467;2.533475;-59.874132;56.05217;10.953869;1.479534
 POT;-59.340304;35.445601;0.706482;5.7493;20170309; 00:18:19.75;-17.89765;-72.58915;5.77E-07;0.869383;0.107175;21.801477;1.077686;45.828663;9.921298;16.84597;-60.62193;66.57991;93.98062;5.500304
 POT;-58.826668;33.017126;0.584675;7.884986;20170309; 00:20:08.56;-17.8964834;-72.5916832;4.57E-07;-0.054864;-1.238814;8.313382;0.687903;18.006682;3.099928;8.323499;-60.651284;53.078587;22.875212;1.546194
 POT;-58.635751;40.251094;0.68212;3.521968;20170309; 00:20:11.76;-17.89643333;-72.59175;9.27E-07;2.19541;5.982113;8.499245;0.687903;18.386916;3.707797;7.255912;-60.501847;104.082079;23.386636;1.688083
 POT;-61.207603;19.082959;0.584675;7.717704;20170309; 00:00:11.71;-17.91485;-72.55371667;2.77E-07;1.146223;1.493378;51.981676;0.785349;193.966662;21.006964;142.521712;-62.913854;54.267327;163.295053;4.87689
 POT;-61.031287;13.24909;0.389783;7.337666;20170309; 00:02:02.12;-17.9123258;-72.55875592;3.43E-07;1.059922;0.572692;51.802794;0.687903;105.648324;14.699793;60.423256;-62.935175;67.509626;142.541265;3.801113
 POT;-61.943498;17.003459;0.617156;6.882748;20170309; 00:02:50.12;-17.9112258;-72.56095592;5.82E-07;2.444014;7.383071;26.276675;0.882795;72.200522;11.277067;36.785328;-63.482096;129.82021;92.787657;4.483944
 POT;-59.286865;23.333731;0.459387;6.86845;20170309; 00:33:23.79;-17.89058333;-72.60436667;7.26E-07;1.039232;0.779953;16.839106;0.882795;47.349337;5.328994;33.479017;-60.798765;87.291811;59.461905;1.522926
 POT;-58.462868;47.869403;0.779566;6.408581;20170309; 00:33:47.79;-17.89041667;-72.60466667;1.31E-06;1.367313;1.071283;23.934163;1.564915;69.575273;14.599956;26.384474;-59.37031;113.723173;149.819741;8.241136
 POT;-60.201795;17.641193;0.428761;6.934152;20170309; 00:34:54.99;-17.88991159;-72.60545507;6.39E-07;1.305414;0.388486;23.912557;1.077686;61.352316;7.481447;40.037456;-61.484251;89.991441;103.080948;1.914715
 POT;-60.033884;21.531623;0.50347;6.748905;20170309; 00:35:15.79;-17.88975;-72.6057;4.26E-07;1.248706;0.912962;18.19126;0.980241;75.631972;6.979757;65.216976;-61.419935;59.144146;71.327249;1.329453
 POT;-61.314689;13.741988;0.431546;7.047529;20170309; 00:36:19.79;-17.88925;-72.60646667;3.73E-07;1.692569;2.257595;16.753531;0.687903;41.454657;4.684921;29.190031;-63.194781;77.91713;46.09924;1.28022
 POT;-61.343622;17.809569;0.56302;6.622564;20170309; 00:36:37.39;-17.88911667;-72.60666667;3.31E-07;0.333957;-0.545276;23.628468;1.564915;101.582258;11.513131;71.323464;-62.261929;55.677595;147.906191;2.768045
 POT;-59.392429;41.866245;0.84453;6.771117;20170309; 00:44:29.41;-17.88540388;-72.61204612;9.50E-07;3.199604;15.011237;91.771243;2.14959;393.536613;65.344761;188.603457;-60.089273;96.999894;789.082096;27.376682
 POT;-60.672605;18.466889;0.500222;6.584549;20170309; 00:45:31.81;-17.88493333;-72.61273333;3.66E-07;0.704154;0.493805;37.184282;1.175132;95.124628;14.068207;51.184364;-61.87297;56.276808;174.785781;4.611221
 POT;-59.399654;30.369918;0.613645;6.304281;20170309; 00:46:18.21;-17.88458333;-72.61325;9.03E-07;1.966869;4.215943;98.106721;2.14959;339.908789;48.549287;189.379107;-60.098147;92.377294;843.556807;16.567426
 POT;-59.338315;44.527596;0.887092;7.036396;20170309; 00:56:15.03;-17.88241667;-72.6195865;9.81E-07;1.601956;2.207259;90.790496;2.83171;364.412403;73.716193;143.355229;-59.872918;95.235595;1028.369444;40.854757
 POT;-60.654668;29.454424;0.794558;8.284728;20170309; 01:00:21.44;-17.88405;-72.62355;4.82E-07;0.831537;0.686116;20.427574;1.467469;82.232243;13.194183;40.784196;-61.61501;69.84726;119.90736;5.878661
 POT;-59.670472;23.561934;0.506718;6.004158;20170309; 01:00:29.44;-17.8841;-72.62358333;6.52E-07;1.351247;0.427273;5.888492;0.882795;16.685754;2.060568;10.752138;-61.139165;84.691316;20.793321;0.527502
 POT;-60.035564;24.9948;0.584675;5.857573;20170309; 00:50:27.82;-17.88386667;-72.61503333;6.49E-07;1.456375;2.876009;13.979511;0.687903;30.185076;5.460217;13.278983;-61.908104;100.671431;38.466212;2.054849
 POT;-59.673353;38.283332;0.82386;6.513149;20170309; 00:53:03.03;-17.8832;-72.61695509;7.11E-07;1.970038;4.825273;28.917573;2.344481;131.046504;19.60449;69.708457;-60.295565;76.063094;271.186836;7.588959
 POT;-56.720958;46.468892;0.506718;6.660043;20170309; 01:13:19.07;-17.87767311;-72.62996023;2.14E-06;1.934701;3.81418;50.225674;0.687903;127.521877;15.261564;84.793093;-58.615638;155.537653;138.201638;3.758034
 POT;-59.193618;27.452286;0.528991;6.318588;20170309; 01:13:49.47;-17.8764911;-72.6308589;5.07E-07;0.657613;1.499976;74.671471;1.370024;260.997932;31.894174;169.962423;-60.247583;53.644209;409.206734;8.294047
 POT;-57.601641;34.048462;0.454747;6.647193;20170309; 01:14:16.67;-17.87545009;-72.63161658;9.91E-07;1.459326;1.569519;75.379462;0.980241;289.93823;24.341096;274.827997;-59.014837;78.985971;295.560048;4.739481
 POT;-57.57509;78.546996;1.04267;6.522491;20170309; 01:16:11.88;-17.87106667;-72.63493333;1.32E-06;1.953155;4.464506;98.208578;3.124047;608.443003;86.553668;340.36466;-58.060294;84.760298;1227.232997;25.319137
 POT;-57.913571;40.742617;0.584675;7.357155;20170309; 01:16:29.48;-17.87047053;-72.63555509;1.48E-06;2.716478;7.100229;49.297097;1.272578;144.18145;25.354262;65.246609;-59.027073;118.68989;250.93759;7.751267
 POT;-58.653383;28.634296;0.487229;7.737193;20170309; 01:16:37.48;-17.8702078;-72.63582554;5.45E-07;0.36975;-0.843688;50.242099;0.687903;118.008974;14.494525;76.456816;-60.548957;61.867009;138.246835;3.138684
 POT;-57.733648;64.710069;0.890933;8.045366;20170309; 01:17:07.88;-17.86921667;-72.63695;1.09E-06;1.677015;3.28423;59.126459;1.759807;226.594988;42.974835;95.077228;-58.56069;77.904824;416.204556;22.193531
 POT;-56.733734;57.915485;0.633397;8.440302;20170309; 01:17:19.08;-17.86883978;-72.63736022;1.01E-06;0.418668;-0.56128;16.089936;0.785349;34.111303;6.862782;13.492317;-58.383577;69.769477;50.54487;2.420752
 POT;-59.065713;22.568647;0.422265;6.408933;20170309; 01:17:22.28;-17.86873485;-72.63748181;8.45E-07;2.154207;4.483113;25.227538;0.687903;68.7259;6.846987;54.894839;-60.950068;105.198482;69.416431;1.161924
 POT;-56.66915;79.131223;0.85265;6.317269;20170309; 01:24:16.69;-17.85773338;-72.65454991;1.83E-06;2.369918;6.388679;84.757985;2.052144;319.672686;61.573634;132.070678;-57.393023;100.133081;695.742361;33.348907
 POT;-57.73011;43.788497;0.602392;7.006064;20170309; 01:24:42.29;-17.85708717;-72.65563591;1.38E-06;3.481193;16.326236;91.844794;1.662361;376.096361;44.991188;250.184812;-58.612694;100.044772;610.716795;11.903854
 POT;-58.044087;55.350993;0.818544;6.64642;20170309; 01:30:35.90;-17.84788333;-72.67048333;1.08E-06;1.17623;0.708157;125.269846;1.370024;495.728088;80.192337;243.862107;-59.102186;87.501684;686.490618;31.552086
 POT;-57.765121;96.966514;1.344751;6.019747;20170309; 01:32:37.51;-17.84472443;-72.67552168;1.32E-06;1.667454;2.798506;98.69524;2.636819;581.503573;122.058608;220.458322;-58.338624;90.252998;1040.965764;63.310581
 POT;-55.392584;225.688444;1.812491;3.978861;20170309; 01:37:44.72;-17.83655515;-72.68832561;2.69E-06;2.140985;6.214324;144.739453;2.636819;544.121759;236.005211;99.829922;-55.972148;106.267064;1526.606696;277.331579
 POT;-54.750376;192.925847;1.336399;4.889036;20170309; 01:38:56.72;-17.83456669;-72.69136662;2.70E-06;2.272337;6.212521;153.610803;2.14959;885.170585;177.054748;352.157146;-55.451636;94.696171;1320.800837;83.806005
 POT;-54.509337;88.602474;0.580614;3.416735;20170309; 01:42:58.33;-17.82855911;-72.70176512;2.82E-06;2.077952;5.246679;238.218515;1.954698;595.704909;119.715516;235.885938;-55.281334;94.984912;1862.581242;55.945822
 POT;-54.618317;116.014708;0.779566;4.91318;20170309; 01:44:23.13;-17.82649489;-72.70541534;2.86E-06;2.680678;9.309708;134.499928;2.052144;504.601014;91.626047;221.14006;-55.349281;98.006966;1104.052882;39.833046
 POT;-54.61683;76.678819;0.51507;5.172526;20170309; 01:46:55.14;-17.82263981;-72.71196019;2.54E-06;1.803874;2.833401;59.250336;1.272578;174.696047;23.570479;103.035736;-55.735818;95.116381;301.602674;5.731915
 POT;-52.273113;199.082659;0.779566;4.965674;20170309; 01:47:15.94;-17.82211667;-72.71286667;6.72E-06;2.360655;5.544157;60.179715;1.467469;211.328458;39.757582;89.389424;-53.254814;142.23144;353.247567;16.030678
 POT;-54.660185;142.782194;0.968725;5.601113;20170309; 01:47:39.94;-17.8215;-72.7139;3.10E-06;3.273729;14.375221;178.79382;2.247036;843.747631;148.268665;382.090194;-55.332899;105.755158;1607.024255;58.476912
 POT;-53.790883;127.603847;0.708696;2.945298;20170309; 01:52:00.75;-17.81485002;-72.72519995;3.30E-06;1.588741;1.600252;121.422625;1.857252;458.168541;66.382136;251.645662;-54.596371;95.047631;902.049882;23.829792
 POT;-53.656264;262.951958;1.41583;3.050407;20170309; 01:52:29.55;-17.81410776;-72.72647558;4.12E-06;1.474935;1.707667;173.455293;1.857252;708.35856;214.033014;186.558766;-54.464013;115.19143;1288.601089;206.798517
 POT;-53.821937;156.784653;0.877012;2.991946;20170309; 01:52:50.35;-17.81359245;-72.72738932;3.29E-06;1.924222;3.792651;51.30331;1.759807;246.5373;36.819058;131.365926;-54.65873;96.050888;361.135638;13.382986
 VIN;-49.815416;876.482451;1.948915;13.749067;20170309; 00:06:22.93;-17.90641159;-72.57069348;1.22E-05;2.594764;9.086114;396.987212;3.903613;1152.945126;704.960296;150.052333;-50.206763;127.605841;6198.738441;932.288139
 VIN;-49.014649;1227.098416;2.269094;13.958657;20170309; 00:17:23.75;-17.8983;-72.58776667;1.85E-05;2.424914;6.263498;154.814015;3.903613;571.820862;324.268939;80.24256;-49.389453;160.332867;2417.336277;479.168886
 VIN;-52.012451;427.30631;1.575769;17.0461;20170308; 23:58:53.31;-17.91667057;-72.55012163;7.29E-06;2.618226;8.680636;406.707577;2.83171;1516.304486;555.932327;329.109976;-52.54748;131.110606;4606.711767;492.251082
 VIN;-50.080259;682.086458;1.612031;15.129506;20170308; 23:53:28.50;-17.92546671;-72.53628329;1.24E-05;2.635802;8.858855;327.786059;3.903613;1286.681225;487.06498;270.486229;-50.468013;137.855511;5118.200245;514.090284
 VIN;-53.263343;578.447884;2.84516;12.52369;20170309; 00:27:54.17;-17.8928;-72.59990754;5.61E-06;4.666103;45.27678;269.43308;4.390842;950.807746;704.924554;102.054679;-53.609726;128.809794;4732.152584;1308.032884
 VIN;-49.678666;1332.111309;2.870221;12.864845;20170309; 00:48:00.62;-17.88418333;-72.61393333;1.27E-05;3.086433;15.628799;59.100019;5.170408;217.391449;159.155885;23.629381;-49.93173;125.088755;1222.284915;316.385745
 VIN;-48.86164;1576.298658;2.813913;12.68815;20170309; 00:59:59.04;-17.88382175;-72.62342175;1.52E-05;2.320228;6.628512;224.473681;5.072963;801.463404;583.617352;87.584919;-49.154891;124.74178;4554.986302;1106.427879
 VIN;-50.388019;737.48657;1.870959;11.681232;20170309; 01:13:35.07;-17.87705645;-72.63043844;1.02E-05;2.204153;5.718439;591.790684;4.780625;2317.588064;1034.762523;413.068365;-50.713119;119.66119;11316.51799;1235.038013
 VIN;-51.227559;767.733682;2.36306;13.201389;20170309; 01:20:26.28;-17.86328492;-72.64474841;9.68E-06;3.556018;17.637416;400.056598;4.780625;1584.850404;877.551034;227.768836;-51.548216;138.262815;7650.082714;1221.291973
 VIN;-50.732335;652.888554;1.793002;12.661858;20170309; 01:23:28.69;-17.85877182;-72.65242561;1.30E-05;4.126237;22.425306;370.075016;4.390842;1196.984504;606.633693;187.949279;-51.080906;166.705349;6499.764028;695.651422
 VIN;-50.270678;538.127909;1.328806;11.44468;20170309; 01:24:26.29;-17.85750156;-72.6549651;1.25E-05;2.599858;7.494911;209.508928;3.221493;653.239084;249.343789;136.187079;-50.737605;147.837113;2699.726272;237.343758
 VIN;-46.994901;2414.470887;2.804272;11.059059;20170309; 01:32:02.31;-17.84566823;-72.67408177;3.68E-05;4.790799;33.84112;325.808373;5.3653;1867.176992;857.158049;323.668327;-47.277929;196.62736;6992.23843;1368.431192
 VIN;-52.814301;391.460604;1.736306;8.631656;20170309; 01:34:53.51;-17.84110773;-72.68117561;3.84E-06;1.145319;1.718238;204.486307;2.636819;801.506456;303.237491;168.585917;-53.38792;83.723193;2156.773152;337.288214
 VIN;-47.325102;2889.320497;3.620879;8.049282;20170309; 01:41:22.33;-17.83092577;-72.69757268;2.82E-05;4.137623;24.23168;365.685601;4.68318;1352.437533;1227.102554;118.616118;-47.654977;164.536008;6850.285244;2895.191476
 VIN;-47.488481;2390.534816;3.110651;8.007723;20170309; 01:51:09.55;-17.81615769;-72.72297564;2.24E-05;3.196519;14.876928;620.434024;5.462746;2438.539939;1789.817878;264.387574;-47.775268;134.482174;13557.0929;3671.539634
 VIN;-46.919749;1428.557098;1.630725;7.375931;20170309; 02:03:17.57;-17.7978372;-72.75445507;3.08E-05;4.591978;31.242961;938.511473;5.170408;3719.576068;1416.104808;777.466399;-47.225159;162.712167;19409.95006;1449.930891
 VIN;-44.118342;4950.674893;2.964877;7.716898;20170309; 02:12:21.59;-17.78362439;-72.77640773;5.59E-05;2.830756;9.969614;485.224091;5.560191;1962.939493;1346.900676;227.650386;-44.397907;154.019899;10791.75515;2557.261498
 VIN;-44.736733;3148.688551;2.174259;9.015507;20170309; 02:14:50.40;-17.7773349;-72.77275912;5.23E-05;3.472627;15.845221;137.598611;3.124047;551.319401;266.116997;90.891668;-45.211272;173.527041;1719.458299;347.976063
 VIN;-52.389407;740.373225;2.977828;7.467965;20170309; 02:19:17.61;-17.76554497;-72.76638721;8.18E-06;3.114144;12.053089;314.028724;5.657637;1356.201632;857.92207;170.604633;-52.663418;151.042345;7106.64225;1598.704731
 VIN;-51.333405;434.816704;1.371371;9.163786;20170309; 02:25:56.02;-17.74835;-72.7566;9.31E-06;2.845613;11.047725;773.387559;4.293396;2656.601672;999.521538;561.88943;-51.698579;137.636581;13281.83766;897.345759
 VIN;-49.494076;793.048995;1.63763;10.466802;20170309; 02:31:38.43;-17.73386819;-72.74789243;1.56E-05;2.915776;10.834771;359.508027;5.852529;1436.983964;544.106486;302.002179;-49.755726;147.46348;8416.124073;535.432951
 VIN;-53.785591;313.501983;1.739032;9.016113;20170309; 02:38:45.65;-17.71599491;-72.73724105;4.40E-06;2.230275;6.612131;368.661001;3.026602;1565.719435;564.995679;345.28117;-54.29357;118.340041;4463.159894;589.294886
 VIN;-54.572359;210.93313;1.402455;15.001735;20170309; 02:45:11.26;-17.69967311;-72.72819489;3.89E-06;3.185933;13.258053;481.112311;4.098505;2281.519948;612.059603;676.776017;-54.948848;121.524981;7887.364751;457.124482
 VIN;-56.187323;133.381752;1.286284;11.835969;20170309; 02:53:41.68;-17.67807439;-72.71592053;1.47E-06;1.709875;3.613078;91.308488;3.51383;675.317875;110.211281;329.291543;-56.605681;67.292782;1283.370157;39.991727
 VIN;-55.203023;193.295745;1.486048;10.914216;20170309; 02:54:44.08;-17.67543333;-72.71441667;2.80E-06;2.711432;10.712979;404.260743;4.488288;1984.220575;550.370929;569.265084;-55.548704;100.3942;7257.754554;459.125991
 VIN;-55.330175;103.750742;0.821329;10.482851;20170309; 02:55:49.68;-17.67270773;-72.71287053;2.05E-06;2.290724;9.110856;132.672862;1.662361;450.359264;89.71616;179.902692;-56.20908;85.456149;882.200745;44.946502
 VIN;-55.440636;96.002189;0.779566;9.011993;20170309; 02:59:46.49;-17.66283485;-72.70741819;2.25E-06;1.801146;2.802203;74.069235;2.14959;297.435713;46.435974;151.607889;-56.122546;92.05972;636.873877;15.118297
 VIN;-56.472366;72.547889;0.747084;11.077041;20170309; 03:00:45.70;-17.66034102;-72.70600769;1.27E-06;1.260277;1.45329;50.636838;1.759807;174.370687;30.985399;78.087226;-57.28442;68.101441;356.444192;15.710902
 VIN;-55.815843;74.918876;0.66326;8.973323;20170309; 03:01:22.50;-17.65879735;-72.70516023;1.81E-06;1.784686;2.93889;301.585262;2.929156;946.861151;176.8747;403.363891;-56.339557;78.12196;3533.560915;78.855551
 VIN;-56.085735;80.681866;0.760077;9.14491;20170309; 03:02:53.70;-17.65496152;-72.70305384;2.06E-06;2.618455;8.386809;106.71925;1.662361;345.09123;61.867443;153.177795;-56.96421;102.354436;709.623655;25.479163
 POT;-57.397395;32.501562;0.414144;4.213096;20170309; 02:22:45.62;-17.75647826;-72.76135386;7.69E-07;0.492054;-1.259331;42.593237;0.785349;130.403898;12.794738;105.764488;-59.101568;62.54475;133.802243;2.08897
 POT;-57.861623;32.070024;0.454747;5.467403;20170309; 02:23:28.82;-17.75464106;-72.76031924;6.83E-07;0.602172;0.847587;51.200326;0.687903;138.518816;14.952875;102.113458;-59.762708;64.710784;140.883504;2.99916
 POT;-55.960047;74.53291;0.68212;4.19388;20170309; 02:23:38.42;-17.75423076;-72.76007692;1.77E-06;1.821638;4.205312;128.982332;2.636819;406.981727;76.741184;171.755819;-56.538536;79.809108;1360.41202;32.912597
 POT;-57.753395;49.318895;0.68212;4.830526;20170309; 02:27:20.83;-17.74475;-72.75446667;4.61E-07;0.862292;0.424782;24.605575;0.687903;100.896238;11.258253;71.956343;-59.640855;42.458348;67.70503;2.056875
 POT;-50.655696;288.918356;0.779566;3.212665;20170309; 02:27:41.63;-17.74387436;-72.75394102;1.72E-05;2.993131;8.334144;43.059696;1.564915;149.454775;23.578799;75.38554;-51.581408;247.764779;269.53909;8.48545
 POT;-55.315603;64.224077;0.506718;2.698498;20170309; 02:28:40.83;-17.74138338;-72.75246669;1.51E-06;0.43704;-0.926367;60.522373;0.980241;158.031443;20.614706;96.405097;-56.735538;71.364833;237.305959;4.668937
 POT;-55.954674;42.642963;0.389783;5.024547;20170309; 02:28:44.03;-17.74125;-72.75238333;1.19E-06;0.568567;-1.009697;42.069355;0.687903;112.229765;10.424239;96.152791;-57.850288;72.478479;115.758601;1.993166
 POT;-53.344089;106.956839;0.535952;2.825927;20170309; 02:34:52.04;-17.72576667;-72.74306667;3.61E-06;0.765064;-0.772745;15.026659;0.687903;39.511397;5.099478;24.361791;-55.223389;120.237485;41.347558;1.647408
 POT;-56.59388;46.008359;0.487229;3.795512;20170309; 02:35:09.64;-17.72499485;-72.74264101;1.25E-06;1.80768;3.364838;33.372807;0.687903;93.162116;10.593496;65.197287;-58.491565;88.468628;91.829063;2.978412
 POT;-52.471849;150.557439;0.617156;2.425887;20170309; 02:39:41.65;-17.71364487;-72.73594102;4.12E-06;0.506595;-0.846816;25.757109;0.980241;52.785111;11.469483;19.331662;-53.877179;100.687656;100.99266;4.293508
